# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# units: accel g, gyro deg/s
millis,sensor_id,ax,ay,az,gx,gy,gz
2943,2,0.7529,-0.6277,0.0945,13.31,2.63,-17.76
2943,3,0.6838,-0.5996,0.0710,12.12,3.65,-18.31
2943,4,0.7036,-0.6118,0.1221,14.60,3.98,-19.04
2943,5,0.9844,-0.4380,-0.0376,20.49,-5.88,-19.16
2954,0,0.6155,0.0296,0.8000,-2.45,19.58,9.35
2954,1,0.7317,-0.6155,0.0159,16.09,8.43,-22.29
2954,2,0.7529,-0.6304,0.0981,18.24,9.56,-23.30
2954,3,0.6738,-0.5942,0.0583,17.07,10.64,-23.88
2954,4,0.6975,-0.6074,0.1206,20.14,11.37,-24.46
2954,5,0.9658,-0.4368,-0.0156,25.94,1.63,-24.31
2964,0,0.6170,0.0001,0.7851,-8.80,25.04,13.51
2964,1,0.7234,-0.6292,0.0686,19.48,13.48,-27.04
2964,2,0.7332,-0.6467,0.1167,21.63,14.09,-27.19
2964,3,0.7107,-0.6199,0.1411,19.69,15.66,-27.82
2964,4,0.7117,-0.6421,0.1716,22.34,16.09,-27.59
2964,5,0.9768,-0.4697,0.0110,27.65,5.92,-27.04
2975,0,0.6479,0.0011,0.7880,-12.85,28.05,13.82
2975,1,0.7778,-0.6394,0.0991,20.15,14.61,-28.81
2975,2,0.7915,-0.6504,0.1453,22.56,14.69,-28.76
2975,3,0.7627,-0.6245,0.1572,20.53,15.16,-29.86
2975,4,0.7600,-0.6414,0.2007,23.51,15.15,-29.73
2975,5,1.0261,-0.4646,0.0244,28.63,5.60,-29.22
2986,0,0.6448,-0.0093,0.8305,-12.39,30.73,14.51
2986,1,0.7852,-0.6482,0.1030,21.25,13.57,-31.71
2986,2,0.8037,-0.6611,0.1423,23.65,13.66,-31.40
2986,3,0.7812,-0.6362,0.1790,21.44,13.51,-32.50
2986,4,0.7869,-0.6511,0.2078,24.66,13.22,-32.50
2986,5,1.0642,-0.4722,0.0295,29.45,3.39,-31.89
2997,0,0.6515,0.0085,0.8633,-9.96,33.53,14.61
2997,1,0.8062,-0.6235,0.0862,22.05,10.23,-35.27
2997,2,0.8145,-0.6279,0.1450,25.08,9.77,-35.08
2997,3,0.8057,-0.5864,0.1418,23.44,9.27,-35.79
2997,4,0.8008,-0.5950,0.1870,26.93,8.49,-35.24
2997,5,1.0676,-0.4204,0.0256,32.23,-1.51,-35.19
3007,0,0.6029,-0.0050,0.8581,-5.41,37.15,17.31
3007,1,0.7964,-0.5955,0.0522,25.21,7.30,-38.12
3007,2,0.8167,-0.6101,0.1187,28.69,7.24,-37.63
3007,3,0.7815,-0.5742,0.1106,26.72,7.53,-38.37
3007,4,0.7847,-0.5920,0.1550,30.40,7.47,-37.85
3007,5,1.0500,-0.4143,-0.0093,34.96,-1.80,-37.80
3018,0,0.5624,0.0377,0.8436,-5.11,40.15,19.37
3018,1,0.7874,-0.5698,0.0474,27.21,7.54,-41.31
3018,2,0.7986,-0.5850,0.1018,30.73,7.51,-40.43
3018,3,0.7795,-0.5525,0.1067,28.82,8.34,-41.18
3018,4,0.7725,-0.5698,0.1521,32.63,8.41,-40.11
3018,5,1.0381,-0.4009,-0.0068,37.39,-1.01,-40.08
3028,0,0.5791,0.0294,0.8186,-6.61,42.84,20.84
3028,1,0.7864,-0.5771,0.0681,29.37,9.31,-42.14
3028,2,0.7751,-0.5898,0.1431,33.11,8.96,-40.76
3028,3,0.8010,-0.5530,0.1414,31.19,9.08,-41.33
3028,4,0.7734,-0.5779,0.1926,35.19,8.89,-39.85
3028,5,1.0242,-0.4119,0.0273,40.20,-0.44,-39.65
3039,0,0.5961,-0.0188,0.8000,-6.88,42.47,23.80
3039,1,0.8044,-0.5994,0.1045,31.76,8.03,-41.13
3039,2,0.7991,-0.6113,0.1709,35.18,6.15,-39.56
3039,3,0.8367,-0.5620,0.2131,33.19,5.31,-39.98
3039,4,0.8110,-0.5828,0.2581,36.85,2.87,-38.40
3039,5,1.0691,-0.4182,0.0742,41.30,-8.11,-38.32
3049,0,0.6032,-0.0298,0.8329,1.54,41.93,25.22
3049,1,0.8396,-0.6013,0.1465,32.61,-3.85,-41.21
3049,2,0.8650,-0.6047,0.2024,35.85,-6.08,-39.85
3049,3,0.8799,-0.5708,0.2329,34.18,-6.82,-40.23
3049,4,0.8630,-0.6006,0.2637,37.39,-7.68,-38.99
3049,5,1.1370,-0.4360,0.0757,41.88,-17.65,-39.77
3060,0,0.6044,-0.0150,0.9221,10.53,44.08,25.44
3060,1,0.8921,-0.6023,0.1458,32.35,-10.75,-43.66
3060,2,0.9114,-0.6211,0.1804,35.60,-11.59,-43.01
3060,3,0.8872,-0.5935,0.2290,33.36,-11.42,-43.07
3060,4,0.8940,-0.6235,0.2439,36.76,-11.66,-42.15
3060,5,1.1746,-0.4575,0.0461,40.67,-21.16,-43.45
3071,0,0.6181,0.0495,0.9720,14.49,46.94,22.36
3071,1,0.9167,-0.6179,0.1057,29.19,-13.65,-47.89
3071,2,0.9370,-0.6331,0.1506,32.61,-15.18,-47.53
3071,3,0.9214,-0.6074,0.2190,30.11,-16.41,-47.95
3071,4,0.9351,-0.6284,0.2268,33.65,-18.02,-47.13
3071,5,1.2161,-0.4666,0.0178,37.24,-27.54,-48.78
3082,0,0.6231,0.0891,0.9989,21.75,51.13,18.62
3082,1,0.9348,-0.6028,0.0894,25.86,-22.47,-52.98
3082,2,0.9619,-0.6208,0.1482,30.02,-23.86,-52.64
3082,3,0.9558,-0.5847,0.1868,27.88,-25.65,-52.61
3082,4,0.9636,-0.5989,0.2231,31.94,-27.39,-51.76
3082,5,1.2385,-0.4285,0.0242,35.79,-37.15,-53.24
3093,0,0.5990,0.0605,1.0119,34.88,55.46,16.27
3093,1,0.9597,-0.5913,0.0830,24.98,-34.09,-57.16
3093,2,0.9824,-0.6091,0.1516,29.80,-35.39,-57.04
3093,3,0.9753,-0.5759,0.1721,27.79,-37.53,-56.50
3093,4,0.9832,-0.6003,0.2295,32.38,-39.82,-55.53
3093,5,1.2708,-0.4304,0.0352,35.98,-49.53,-58.29
3104,0,0.6004,0.0517,1.0498,43.68,59.27,16.07
3104,1,0.9841,-0.5845,0.0757,26.03,-44.87,-62.66
3104,2,1.0205,-0.5974,0.1572,31.28,-45.95,-62.76
3104,3,0.9822,-0.5522,0.1543,29.66,-47.59,-62.03
3104,4,1.0042,-0.5732,0.2263,34.67,-49.16,-61.36
3104,5,1.3052,-0.4004,0.0752,38.67,-58.41,-64.26
3115,0,0.5702,0.0234,1.1192,53.48,66.59,17.55
3115,1,1.0015,-0.5513,0.1077,28.82,-54.73,-71.02
3115,2,1.0503,-0.5684,0.2148,34.92,-55.91,-71.05
3115,3,0.9771,-0.5232,0.1821,33.57,-57.98,-70.64
3115,4,1.0095,-0.5413,0.2593,39.30,-60.02,-69.86
3115,5,1.3279,-0.3809,0.1050,42.76,-69.25,-74.02
3125,0,0.5444,-0.0029,1.1502,62.97,78.08,19.39
3125,1,0.9827,-0.5442,0.1101,31.47,-66.47,-82.61
3125,2,1.0459,-0.5652,0.2004,38.35,-67.31,-83.07
3125,3,0.9470,-0.5271,0.1985,36.56,-70.03,-82.47
3125,4,0.9988,-0.5618,0.2537,42.47,-72.05,-81.68
3125,5,1.3291,-0.4006,0.0757,45.01,-80.99,-86.66
3136,0,0.5567,0.0403,1.1480,76.44,88.90,18.43
3136,1,0.9802,-0.5417,0.1052,31.19,-79.50,-95.63
3136,2,1.0447,-0.5688,0.1814,39.11,-79.88,-95.73
3136,3,0.9573,-0.5327,0.1760,37.04,-83.10,-94.58
3136,4,1.0015,-0.5605,0.2415,43.85,-84.92,-93.53
3136,5,1.3049,-0.3931,0.0559,46.03,-92.67,-98.84
3147,0,0.5660,0.0598,1.1148,87.97,100.08,16.15
3147,1,0.9944,-0.5527,0.0613,30.20,-87.59,-105.54
3147,2,1.0317,-0.5791,0.1467,38.64,-87.80,-105.18
3147,3,0.9800,-0.5273,0.1558,36.29,-91.10,-103.24
3147,4,0.9956,-0.5615,0.2131,43.66,-92.67,-101.48
3147,5,1.2610,-0.3931,0.0068,45.27,-99.02,-105.95
3158,0,0.5613,0.0758,1.0438,93.50,106.54,14.44
3158,1,0.9761,-0.5181,0.0271,29.48,-89.98,-109.98
3158,2,0.9797,-0.5366,0.1094,38.78,-89.13,-108.90
3158,3,0.9563,-0.4873,0.1016,36.47,-91.86,-106.67
3158,4,0.9460,-0.5115,0.1504,43.89,-92.37,-104.34
3158,5,1.1985,-0.3481,-0.0288,45.68,-98.18,-108.73
3168,0,0.5257,0.0928,0.9677,92.36,108.57,14.02
3168,1,0.9255,-0.4624,-0.0056,29.62,-87.48,-112.20
3168,2,0.9272,-0.4817,0.0652,38.93,-85.95,-110.99
3168,3,0.8987,-0.4321,0.0703,36.32,-88.26,-108.66
3168,4,0.8892,-0.4529,0.1150,44.03,-88.50,-106.47
3168,5,1.1333,-0.2839,-0.0532,45.24,-94.17,-110.47
3179,0,0.4634,0.1085,0.9012,88.18,110.13,13.06
3179,1,0.8755,-0.4072,0.0122,28.66,-83.73,-113.33
3179,2,0.8748,-0.4309,0.0876,38.31,-82.44,-112.23
3179,3,0.8660,-0.3794,0.0852,35.79,-83.83,-109.63
3179,4,0.8545,-0.4011,0.1396,43.10,-83.79,-107.18
3179,5,1.0933,-0.2361,-0.0225,44.49,-89.42,-110.44
3190,0,0.4178,0.0501,0.8606,84.23,109.99,12.41
3190,1,0.8674,-0.3821,0.0647,28.31,-80.95,-112.53
3190,2,0.8616,-0.4128,0.1272,37.68,-80.29,-111.34
3190,3,0.8721,-0.3650,0.1367,35.08,-82.32,-109.15
3190,4,0.8438,-0.3953,0.1790,42.46,-82.90,-106.61
3190,5,1.1074,-0.2434,0.0164,43.95,-89.27,-110.55
3201,0,0.4216,0.0357,0.8832,83.84,109.81,11.83
3201,1,0.8899,-0.3884,0.0696,27.18,-79.74,-112.67
3201,2,0.8777,-0.4097,0.1223,36.61,-79.18,-111.36
3201,3,0.9055,-0.3621,0.1455,33.77,-81.21,-108.79
3201,4,0.8743,-0.3943,0.1851,41.16,-81.97,-106.64
3201,5,1.1243,-0.2366,0.0088,42.53,-88.34,-109.97
3211,0,0.4161,0.0415,0.8818,82.83,108.41,10.31
3211,1,0.9211,-0.3743,0.0657,25.74,-78.79,-110.76
3211,2,0.9043,-0.3982,0.1226,35.28,-77.95,-109.60
3211,3,0.9438,-0.3535,0.1282,32.55,-79.74,-106.89
3211,4,0.9036,-0.3818,0.1731,39.89,-80.17,-104.27
3211,5,1.1494,-0.2139,-0.0027,41.19,-86.67,-107.54
3222,0,0.3987,0.0558,0.8911,81.60,106.12,9.62
3222,1,0.9299,-0.3596,0.0581,24.50,-79.47,-107.22
3222,2,0.9087,-0.3811,0.1094,33.28,-79.19,-106.27
3222,3,0.9719,-0.3401,0.1433,30.43,-81.97,-103.11
3222,4,0.9417,-0.3677,0.1755,37.39,-83.11,-100.87
3222,5,1.1729,-0.2090,-0.0149,38.46,-90.21,-104.21
3234,0,0.3810,0.0894,0.9150,85.59,102.13,8.00
3234,1,0.9622,-0.3281,0.0281,21.66,-85.10,-103.86
3234,2,0.9468,-0.3481,0.0793,29.80,-85.56,-103.10
3234,3,1.0256,-0.3069,0.1296,27.07,-88.98,-99.69
3234,4,0.9905,-0.3325,0.1565,33.37,-91.07,-97.40
3234,5,1.2273,-0.1660,-0.0381,35.05,-98.96,-100.93
3245,0,0.3377,0.1374,0.9167,93.43,96.88,4.92
3245,1,0.9951,-0.2939,0.0181,17.44,-96.29,-98.85
3245,2,0.9651,-0.3184,0.0681,24.66,-97.50,-97.97
3245,3,1.0784,-0.2893,0.1470,22.17,-101.08,-94.02
3245,4,1.0393,-0.3142,0.1714,27.68,-103.48,-91.63
3245,5,1.2527,-0.1545,-0.0283,29.21,-112.11,-95.05
3255,0,0.3195,0.1446,0.9379,108.01,91.05,0.10
3255,1,1.0193,-0.2871,0.0403,11.94,-110.81,-92.75
3255,2,1.0005,-0.3125,0.0911,18.50,-111.85,-93.10
3255,3,1.0872,-0.2854,0.1641,16.37,-115.73,-88.55
3255,4,1.0515,-0.3083,0.1992,21.62,-117.62,-86.96
3255,5,1.2837,-0.1445,0.0039,23.24,-126.11,-91.16
3266,0,0.3122,0.1188,0.9837,123.13,85.22,-3.27
3266,1,1.0320,-0.2910,0.0557,7.48,-125.28,-88.61
3266,2,1.0156,-0.3123,0.1101,13.60,-126.35,-89.76
3266,3,1.0923,-0.2849,0.1550,12.05,-130.00,-84.61
3266,4,1.0583,-0.3110,0.1853,17.02,-131.57,-83.27
3266,5,1.2822,-0.1423,-0.0127,18.99,-140.00,-88.02
3277,0,0.3082,0.1347,0.9888,134.87,80.71,-6.97
3277,1,1.0181,-0.2781,-0.0022,3.51,-135.01,-84.96
3277,2,1.0032,-0.2993,0.0552,9.39,-134.75,-86.64
3277,3,1.0444,-0.2717,0.0947,7.86,-137.48,-81.19
3277,4,1.0112,-0.2915,0.1240,12.49,-138.27,-80.08
3277,5,1.2434,-0.1194,-0.0720,14.64,-145.45,-85.10
3288,0,0.2888,0.1695,0.9549,140.89,77.56,-9.71
3288,1,0.9778,-0.2576,-0.0471,0.35,-138.75,-82.56
3288,2,0.9771,-0.2742,0.0164,6.49,-137.73,-84.61
3288,3,0.9907,-0.2432,0.0266,5.33,-139.89,-79.11
3288,4,0.9697,-0.2603,0.0630,10.24,-139.83,-78.40
3288,5,1.1970,-0.0911,-0.1096,12.61,-145.92,-83.33
3298,0,0.2594,0.1853,0.9324,140.02,75.46,-11.02
3298,1,0.9631,-0.2354,-0.1143,-0.21,-132.81,-80.76
3298,2,0.9666,-0.2512,-0.0425,5.80,-130.58,-82.73
3298,3,0.9395,-0.2268,-0.0645,4.75,-131.19,-77.48
3298,4,0.9299,-0.2422,-0.0154,9.60,-129.89,-76.63
3298,5,1.1516,-0.0681,-0.1787,12.09,-135.74,-81.07
3309,0,0.2438,0.2372,0.8744,130.87,73.66,-10.97
3309,1,0.9094,-0.2200,-0.1704,-0.46,-123.91,-78.03
3309,2,0.9119,-0.2322,-0.1101,5.13,-121.95,-80.05
3309,3,0.9082,-0.2090,-0.1099,3.80,-122.85,-75.10
3309,4,0.8899,-0.2324,-0.0742,8.55,-122.14,-74.38
3309,5,1.1204,-0.0574,-0.2551,11.48,-127.73,-78.73
3320,0,0.2303,0.2891,0.8344,121.87,71.01,-11.73
3320,1,0.9048,-0.2041,-0.2102,-1.74,-113.36,-75.45
3320,2,0.9155,-0.2163,-0.1484,3.89,-111.69,-77.83
3320,3,0.9209,-0.1917,-0.1333,2.35,-112.44,-72.90
3320,4,0.9180,-0.2156,-0.0869,6.93,-111.95,-72.09
3320,5,1.1409,-0.0327,-0.2493,9.80,-119.18,-76.12
3331,0,0.2098,0.3063,0.8290,114.54,67.81,-12.86
3331,1,0.9192,-0.1841,-0.1938,-3.15,-112.56,-71.89
3331,2,0.9260,-0.2019,-0.1379,1.86,-112.67,-74.15
3331,3,0.9836,-0.1846,-0.0969,0.35,-115.02,-69.15
3331,4,0.9778,-0.2051,-0.0566,4.41,-116.72,-68.58
3331,5,1.2119,-0.0293,-0.2390,7.07,-125.77,-72.76
3341,0,0.1995,0.3327,0.8727,121.21,64.71,-15.23
3341,1,0.9482,-0.1758,-0.1882,-6.41,-122.72,-69.18
3341,2,0.9719,-0.1946,-0.1331,-1.51,-123.04,-72.43
3341,3,0.9963,-0.1790,-0.0903,-2.89,-125.83,-66.99
3341,4,0.9983,-0.1973,-0.0588,1.04,-127.04,-67.11
3341,5,1.2405,-0.0239,-0.2405,3.62,-135.10,-71.79
3352,0,0.1903,0.3373,0.9157,131.32,62.62,-17.48
3352,1,0.9604,-0.1748,-0.2026,-9.16,-130.53,-68.32
3352,2,0.9878,-0.1970,-0.1479,-4.66,-130.12,-71.60
3352,3,1.0090,-0.1755,-0.1172,-5.89,-132.31,-65.97
3352,4,1.0100,-0.1973,-0.0803,-2.23,-133.24,-66.00
3352,5,1.2422,-0.0178,-0.2747,0.46,-140.72,-70.61
3363,0,0.1909,0.3672,0.9152,136.10,60.46,-20.25
3363,1,0.9958,-0.1721,-0.2544,-11.95,-133.95,-65.91
3363,2,1.0146,-0.1868,-0.1973,-7.71,-133.36,-69.39
3363,3,1.0442,-0.1736,-0.1653,-8.81,-135.53,-63.28
3363,4,1.0403,-0.1931,-0.1301,-5.04,-136.32,-63.45
3363,5,1.2537,-0.0142,-0.3179,-2.44,-143.74,-67.69
3374,0,0.1857,0.4176,0.9078,139.37,57.22,-22.65
3374,1,0.9817,-0.1682,-0.2888,-14.93,-138.11,-63.08
3374,2,1.0159,-0.1853,-0.2358,-10.85,-137.36,-67.05
3374,3,1.0198,-0.1753,-0.1987,-12.08,-139.74,-60.87
3374,4,1.0232,-0.2041,-0.1653,-8.69,-140.20,-61.45
3374,5,1.2659,-0.0193,-0.3499,-5.48,-147.85,-66.32
3385,0,0.1886,0.4519,0.9302,143.92,55.23,-25.31
3385,1,0.9658,-0.1746,-0.3228,-18.14,-142.66,-63.10
3385,2,1.0225,-0.1912,-0.2593,-13.92,-141.88,-68.02
3385,3,0.9741,-0.1794,-0.2341,-15.07,-144.14,-62.21
3385,4,0.9976,-0.2004,-0.1909,-11.53,-144.40,-63.25
3385,5,1.2559,-0.0181,-0.3728,-8.87,-151.71,-68.98
3396,0,0.1793,0.4748,0.9327,147.26,57.12,-28.86
3396,1,0.8984,-0.1509,-0.3228,-20.99,-143.92,-65.85
3396,2,0.9893,-0.1479,-0.2820,-16.76,-141.71,-71.08
3396,3,0.9380,-0.1382,-0.2078,-17.60,-145.15,-65.02
3396,4,0.9607,-0.1692,-0.1562,-13.77,-146.31,-66.15
3396,5,1.1809,0.0205,-0.3904,-11.01,-151.95,-71.63
3407,0,0.1523,0.4543,0.8701,145.55,58.69,-31.24
3407,1,0.8789,-0.0994,-0.3435,-21.97,-136.63,-66.98
3407,2,0.9167,-0.1191,-0.2559,-17.16,-135.91,-71.97
3407,3,0.8926,-0.0898,-0.2969,-17.76,-137.10,-65.79
3407,4,0.8994,-0.1011,-0.2554,-13.27,-135.98,-66.43
3407,5,1.1172,0.0933,-0.4128,-9.85,-141.89,-70.72
3417,0,0.0959,0.4337,0.7807,135.92,57.99,-29.70
3417,1,0.8513,-0.0613,-0.3982,-18.99,-129.83,-64.63
3417,2,0.8713,-0.0798,-0.3091,-13.86,-128.55,-68.73
3417,3,0.8875,-0.0496,-0.3655,-14.31,-129.91,-62.46
3417,4,0.8882,-0.0732,-0.3049,-10.00,-129.48,-62.58
3417,5,1.0911,0.1201,-0.4512,-6.34,-136.32,-66.27
3428,0,0.0677,0.4649,0.7216,131.53,53.97,-25.20
3428,1,0.8352,-0.0447,-0.4475,-16.06,-125.85,-58.89
3428,2,0.8491,-0.0527,-0.3818,-12.14,-124.23,-62.21
3428,3,0.9021,-0.0386,-0.4021,-12.63,-125.01,-55.66
3428,4,0.8850,-0.0571,-0.3511,-9.28,-124.38,-55.42
3428,5,1.0640,0.1309,-0.5161,-5.97,-131.82,-58.46
3439,0,0.0565,0.5379,0.6527,126.58,47.34,-23.22
3439,1,0.8486,-0.0320,-0.4871,-15.62,-120.96,-48.84
3439,2,0.8350,-0.0442,-0.4351,-12.63,-119.53,-51.80
3439,3,0.9456,-0.0264,-0.4302,-13.15,-120.20,-45.30
3439,4,0.9114,-0.0466,-0.3867,-10.70,-119.95,-44.27
3439,5,1.0762,0.1467,-0.5527,-6.56,-128.23,-47.07
3450,0,0.0447,0.5662,0.6426,123.03,35.74,-21.09
3450,1,0.8501,-0.0259,-0.5125,-15.02,-120.14,-38.15
3450,2,0.8643,-0.0320,-0.4524,-12.84,-119.24,-41.71
3450,3,0.9250,-0.0225,-0.4587,-13.24,-119.88,-35.36
3450,4,0.9182,-0.0471,-0.4111,-11.21,-119.40,-35.51
3450,5,1.1250,0.1511,-0.5720,-6.92,-128.08,-38.79
3460,0,0.0344,0.6112,0.7131,122.73,28.35,-19.67
3460,1,0.8518,-0.0227,-0.5398,-14.95,-118.72,-32.96
3460,2,0.8994,-0.0266,-0.4919,-13.68,-117.59,-36.89
3460,3,0.9080,-0.0186,-0.4763,-14.14,-117.98,-30.90
3460,4,0.9209,-0.0420,-0.4365,-12.26,-117.48,-31.65
3460,5,1.1387,0.1519,-0.6123,-7.91,-125.79,-35.13
3471,0,0.0264,0.6579,0.7331,120.10,25.36,-19.88
3471,1,0.8582,-0.0134,-0.5627,-15.94,-116.78,-29.66
3471,2,0.9092,-0.0269,-0.5146,-15.10,-116.18,-33.86
3471,3,0.9124,-0.0239,-0.4980,-15.18,-116.49,-28.20
3471,4,0.9280,-0.0530,-0.4604,-13.65,-116.20,-29.08
3471,5,1.1501,0.1406,-0.6348,-9.25,-125.16,-32.95
3482,0,0.0431,0.6806,0.7475,119.21,23.12,-20.18
3482,1,0.8398,-0.0581,-0.5986,-15.54,-117.36,-28.84
3482,2,0.8999,-0.0728,-0.5332,-14.09,-117.59,-33.10
3482,3,0.8916,-0.0623,-0.5610,-14.02,-118.15,-27.63
3482,4,0.9250,-0.0830,-0.5295,-12.23,-116.90,-28.63
3482,5,1.1467,0.1138,-0.7036,-7.02,-124.60,-32.43
3493,0,0.0654,0.7326,0.7438,119.09,23.20,-17.97
3493,1,0.8503,-0.0320,-0.6863,-13.59,-113.15,-27.33
3493,2,0.9272,-0.0344,-0.6282,-12.70,-110.72,-31.39
3493,3,0.8892,-0.0300,-0.6372,-13.02,-109.68,-25.95
3493,4,0.9158,-0.0527,-0.5862,-11.51,-107.22,-26.84
3493,5,1.1416,0.1479,-0.7422,-6.64,-115.08,-30.20
3504,0,0.0299,0.7841,0.7327,109.34,21.45,-18.18
3504,1,0.8130,-0.0083,-0.6245,-15.50,-107.45,-27.08
3504,2,0.8848,-0.0181,-0.5850,-14.90,-106.44,-31.50
3504,3,0.8418,-0.0242,-0.5483,-15.48,-106.34,-26.55
3504,4,0.8716,-0.0481,-0.5291,-14.32,-105.36,-27.50
3504,5,1.0969,0.1550,-0.7122,-9.91,-113.30,-31.11
3515,0,0.0163,0.7580,0.6886,103.62,21.03,-21.59
3515,1,0.7854,-0.0056,-0.6470,-18.53,-102.12,-26.14
3515,2,0.8489,-0.0176,-0.5999,-17.39,-100.84,-30.49
3515,3,0.8293,-0.0222,-0.5857,-18.20,-101.21,-25.27
3515,4,0.8503,-0.0400,-0.5552,-16.69,-100.29,-26.21
3515,5,1.0549,0.1643,-0.7266,-11.59,-108.70,-28.92
3526,0,0.0220,0.7354,0.6285,102.78,18.85,-22.14
3526,1,0.7485,-0.0059,-0.6775,-18.17,-97.22,-22.85
3526,2,0.8076,-0.0110,-0.6184,-17.21,-95.77,-27.16
3526,3,0.7959,-0.0020,-0.6382,-17.33,-95.28,-22.15
3526,4,0.8125,-0.0208,-0.5889,-15.85,-94.24,-22.92
3526,5,1.0239,0.1855,-0.7437,-10.75,-102.41,-25.77
3537,0,0.0016,0.7394,0.6001,95.99,15.94,-20.44
3537,1,0.7290,0.0310,-0.6943,-16.41,-90.17,-20.34
3537,2,0.8042,0.0227,-0.6389,-15.63,-88.53,-24.47
3537,3,0.7686,0.0249,-0.6565,-15.83,-87.47,-19.97
3537,4,0.8069,0.0063,-0.6045,-14.47,-86.38,-21.13
3537,5,1.0269,0.2070,-0.7532,-9.16,-94.69,-24.24
3547,0,-0.0245,0.7479,0.6212,89.11,15.31,-18.90
3547,1,0.7185,0.0281,-0.6770,-15.11,-82.95,-20.37
3547,2,0.7964,0.0151,-0.6233,-14.29,-81.40,-24.78
3547,3,0.7437,0.0139,-0.6301,-14.84,-80.67,-20.55
3547,4,0.7893,-0.0139,-0.5869,-13.57,-79.48,-21.91
3547,5,1.0227,0.1853,-0.7476,-8.52,-88.37,-24.70
3558,0,-0.0073,0.7515,0.6090,82.55,15.98,-18.58
3558,1,0.7029,0.0078,-0.6689,-15.31,-79.54,-20.47
3558,2,0.7800,0.0000,-0.6328,-14.70,-79.13,-24.95
3558,3,0.7554,-0.0107,-0.6157,-15.65,-78.82,-20.72
3558,4,0.8003,-0.0396,-0.5835,-14.40,-78.70,-21.92
3558,5,1.0146,0.1641,-0.7546,-9.68,-88.34,-24.24
3569,0,0.0146,0.7743,0.5813,82.37,15.05,-19.90
3569,1,0.6973,-0.0095,-0.6836,-17.44,-79.74,-19.28
3569,2,0.7678,-0.0181,-0.6580,-17.30,-79.05,-23.66
3569,3,0.7476,-0.0308,-0.6272,-18.03,-78.96,-19.51
3569,4,0.7820,-0.0532,-0.6060,-17.10,-78.18,-20.81
3569,5,0.9973,0.1445,-0.7905,-12.02,-86.82,-23.10
3580,0,0.0310,0.8012,0.5678,81.25,13.49,-22.24
3580,1,0.6782,-0.0120,-0.7180,-19.40,-75.63,-18.89
3580,2,0.7686,-0.0176,-0.6833,-18.84,-74.21,-23.39
3580,3,0.7065,-0.0166,-0.6895,-19.40,-73.48,-19.60
3580,4,0.7507,-0.0396,-0.6570,-18.23,-72.31,-21.40
3580,5,0.9783,0.1697,-0.8247,-13.01,-80.72,-23.36
3590,0,0.0161,0.8058,0.5613,74.17,14.12,-22.66
3590,1,0.6470,0.0149,-0.7622,-18.21,-67.71,-19.86
3590,2,0.7292,0.0159,-0.7046,-17.15,-65.77,-24.08
3590,3,0.6641,0.0249,-0.7485,-17.39,-64.53,-20.89
3590,4,0.7085,0.0022,-0.6921,-15.56,-62.93,-22.34
3590,5,0.9270,0.2148,-0.8291,-10.15,-70.90,-23.92
3601,0,-0.0231,0.7774,0.5124,63.10,15.30,-19.55
3601,1,0.6150,0.0491,-0.7651,-13.80,-55.83,-19.62
3601,2,0.6882,0.0479,-0.6917,-12.63,-54.00,-23.62
3601,3,0.6294,0.0593,-0.7634,-12.92,-52.03,-20.55
3601,4,0.6721,0.0386,-0.7007,-10.53,-49.69,-21.53
3601,5,0.8821,0.2439,-0.8269,-4.66,-57.71,-22.37
3612,0,-0.0450,0.7497,0.4715,51.26,15.35,-13.63
3612,1,0.5916,0.0754,-0.7717,-8.29,-42.41,-18.46
3612,2,0.6709,0.0703,-0.7031,-6.78,-40.64,-21.48
3612,3,0.6299,0.0774,-0.7751,-7.31,-38.66,-18.92
3612,4,0.6648,0.0623,-0.7148,-5.07,-36.99,-19.77
3612,5,0.8792,0.2656,-0.8352,0.78,-45.37,-20.24
3623,0,-0.0709,0.7656,0.4560,37.62,14.70,-8.94
3623,1,0.5947,0.0850,-0.7722,-3.50,-30.85,-16.81
3623,2,0.6682,0.0742,-0.7109,-2.26,-29.21,-19.48
3623,3,0.6311,0.0776,-0.7627,-3.02,-27.34,-17.34
3623,4,0.6736,0.0574,-0.7104,-0.78,-25.57,-17.89
3623,5,0.8848,0.2615,-0.8337,4.96,-34.35,-18.21
3633,0,-0.0654,0.7763,0.4570,28.03,13.90,-4.34
3633,1,0.6021,0.0640,-0.7646,0.67,-19.74,-15.37
3633,2,0.6792,0.0544,-0.7080,1.45,-18.31,-17.40
3633,3,0.6360,0.0525,-0.7483,0.73,-16.12,-15.98
3633,4,0.6804,0.0273,-0.6973,2.61,-15.07,-16.43
3633,5,0.8948,0.2322,-0.8342,8.61,-23.83,-16.40
3644,0,-0.0395,0.7769,0.4688,16.56,13.27,-0.63
3644,1,0.6057,0.0374,-0.7561,3.62,-10.76,-14.11
3644,2,0.6829,0.0298,-0.7043,4.52,-9.82,-15.68
3644,3,0.6570,0.0310,-0.7261,3.28,-8.00,-14.44
3644,4,0.6943,0.0090,-0.6785,5.16,-7.04,-14.87
