# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# units: accel g, gyro deg/s
millis,sensor_id,ax,ay,az,gx,gy,gz
1062,1,1.0010,-0.0054,0.1648,5.89,2.63,1.82
1062,2,0.9895,-0.0190,0.2231,4.67,2.46,0.17
1062,3,0.9863,0.0015,0.2410,3.44,4.12,0.37
1062,4,0.9741,-0.0098,0.2664,3.85,4.15,-0.24
1062,5,1.2334,0.1621,0.0972,9.91,-6.44,0.44
1073,0,0.0054,-0.0083,1.0042,-0.49,-1.73,3.36
1073,1,1.0034,0.0005,0.1541,4.82,2.70,1.68
1073,2,0.9922,-0.0134,0.2197,4.08,2.44,-0.35
1073,3,0.9907,0.0122,0.2153,2.87,4.12,0.37
1073,4,0.9790,0.0012,0.2485,3.37,4.44,-0.46
1073,5,1.2366,0.1763,0.0916,9.66,-6.29,0.24
1083,0,-0.0010,-0.0094,1.0039,-0.79,-1.77,3.62
1083,1,1.0010,-0.0017,0.1318,5.48,2.67,1.79
1083,2,0.9941,-0.0156,0.2087,4.69,2.64,-0.18
1083,3,0.9912,0.0129,0.1968,3.34,4.24,0.64
1083,4,0.9817,-0.0068,0.2393,4.03,4.50,-0.08
1083,5,1.2327,0.1682,0.0864,10.08,-6.11,0.49
1093,0,0.0067,0.0010,1.0035,-0.98,-1.87,3.92
1093,1,1.0012,-0.0098,0.1387,5.37,2.44,1.68
1093,2,0.9988,-0.0215,0.2065,4.60,2.29,-0.18
1093,3,0.9939,0.0110,0.2087,3.28,4.09,0.44
1093,4,0.9734,-0.0032,0.2476,3.94,4.08,-0.24
1093,5,1.2317,0.1626,0.0837,9.98,-6.73,0.26
1104,0,0.0050,0.0007,1.0032,-0.51,-1.77,3.69
1104,1,0.9998,0.0020,0.1216,5.37,2.56,1.66
1104,2,0.9980,-0.0168,0.1985,4.61,2.27,-0.18
1104,3,0.9990,0.0117,0.1875,3.24,3.98,0.41
1104,4,0.9805,-0.0010,0.2363,3.86,4.09,-0.21
1104,5,1.2358,0.1682,0.0710,10.08,-6.58,0.44
1114,0,0.0037,0.0156,1.0031,-0.37,-1.82,3.73
1114,1,1.0000,-0.0127,0.1245,5.10,2.52,1.66
1114,2,0.9951,-0.0244,0.1985,4.03,1.91,-0.24
1114,3,0.9939,-0.0039,0.2119,2.84,4.09,0.21
1114,4,0.9790,-0.0149,0.2537,3.02,4.12,-0.60
1114,5,1.2361,0.1543,0.0806,8.92,-6.84,-0.05
1125,0,0.0126,0.0129,1.0065,-0.09,-1.80,2.64
1125,1,0.9983,-0.0088,0.1545,3.45,2.31,1.34
1125,2,0.9949,-0.0269,0.2109,2.40,2.05,-0.67
1125,3,0.9902,-0.0005,0.2368,0.89,3.83,-0.20
1125,4,0.9763,-0.0154,0.2649,1.42,3.97,-1.01
1125,5,1.2324,0.1560,0.0913,7.25,-7.04,-0.44
1135,0,0.0088,-0.0009,1.0054,-0.19,-1.68,0.74
1135,1,0.9995,-0.0042,0.1399,2.12,1.74,1.05
1135,2,1.0037,-0.0222,0.1958,1.42,1.62,-1.02
1135,3,0.9973,0.0029,0.1982,0.08,3.30,-0.40
1135,4,0.9780,-0.0098,0.2354,0.56,3.66,-1.28
1135,5,1.2351,0.1604,0.0586,6.34,-6.92,-0.96
1145,0,0.0122,0.0289,1.0017,-0.19,-1.64,-0.37
1145,1,0.9998,-0.0144,0.1228,0.29,2.41,0.96
1145,2,0.9958,-0.0234,0.1870,-0.52,2.56,-1.27
1145,3,0.9883,0.0007,0.2078,-2.05,3.89,-0.50
1145,4,0.9783,-0.0181,0.2341,-1.77,4.15,-1.85
1145,5,1.2527,0.1497,0.0654,4.18,-6.63,-1.24
1156,0,0.0135,0.0384,1.0108,-0.17,-1.75,-2.87
1156,1,1.0029,-0.0151,0.1196,-1.65,2.00,0.61
1156,2,0.9907,-0.0251,0.1829,-2.29,2.23,-2.02
1156,3,0.9871,-0.0029,0.2029,-4.00,3.63,-1.27
1156,4,0.9690,-0.0156,0.2466,-3.47,3.74,-2.43
1156,5,1.2202,0.1570,0.0703,2.67,-6.53,-1.51
1166,0,0.0145,0.0174,0.9948,-0.51,-1.89,-4.11
1166,1,1.0063,-0.0051,0.1365,-2.69,2.49,0.70
1166,2,0.9993,-0.0156,0.2083,-3.45,2.41,-2.03
1166,3,0.9922,0.0100,0.2239,-4.81,3.53,-1.40
1166,4,0.9858,-0.0137,0.2520,-4.21,3.53,-2.64
1166,5,1.2366,0.1628,0.0908,1.88,-6.93,-1.94
1177,0,0.0077,0.0072,1.0059,0.17,-1.58,-5.16
1177,1,1.0007,-0.0056,0.1399,-3.53,2.15,0.40
1177,2,0.9927,-0.0261,0.2017,-4.26,2.00,-2.55
1177,3,0.9912,0.0037,0.2231,-6.00,3.48,-1.62
1177,4,0.9749,-0.0156,0.2568,-5.48,3.54,-2.95
1177,5,1.2302,0.1604,0.0835,0.50,-6.61,-2.02
1187,0,0.0072,0.0059,1.0045,-0.02,-1.70,-6.14
1187,1,0.9973,-0.0054,0.1404,-4.56,1.77,0.12
1187,2,0.9944,-0.0134,0.2124,-5.16,1.73,-2.78
1187,3,0.9963,0.0176,0.2153,-6.72,3.40,-1.88
1187,4,0.9758,-0.0095,0.2620,-5.97,3.45,-3.24
1187,5,1.2341,0.1592,0.0823,-0.14,-7.28,-2.63
1198,0,0.0043,0.0301,1.0021,0.12,-1.61,-6.93
1198,1,1.0005,-0.0024,0.1340,-5.25,1.92,0.00
1198,2,0.9907,-0.0198,0.2026,-5.95,2.08,-2.87
1198,3,1.0010,0.0137,0.2056,-7.33,3.24,-2.03
1198,4,0.9753,-0.0088,0.2368,-6.85,3.66,-3.28
1198,5,1.2314,0.1650,0.0745,-0.63,-6.72,-2.67
1208,0,0.0082,0.0145,1.0020,-4.38,-1.72,-7.63
1208,1,0.9966,-0.0076,0.1348,-6.32,2.55,0.09
1208,2,0.9973,-0.0225,0.1985,-6.95,2.31,-2.99
1208,3,0.9912,-0.0073,0.2197,-8.70,3.25,-2.11
1208,4,0.9780,-0.0212,0.2476,-8.00,3.59,-3.76
1208,5,1.2390,0.1479,0.0686,-2.27,-7.34,-2.87
1218,0,0.0170,0.0245,1.0061,0.04,-1.82,-9.08
1218,1,0.9993,-0.0042,0.1416,-7.51,2.09,-0.18
1218,2,0.9985,-0.0166,0.2166,-8.11,2.56,-3.44
1218,3,0.9934,0.0173,0.2151,-9.50,3.51,-2.31
1218,4,0.9780,0.0007,0.2600,-8.66,3.53,-3.91
1218,5,1.2290,0.1716,0.0913,-2.84,-6.89,-3.11
1229,0,-0.0038,-0.0172,1.0017,-0.02,-1.82,-9.41
1229,1,0.9907,0.0122,0.1641,-6.69,2.58,-0.02
1229,2,0.9690,0.0085,0.2832,-6.98,2.87,-2.89
1229,3,0.9797,0.0540,0.2463,-7.86,3.59,-1.73
1229,4,0.9666,0.0344,0.2996,-6.75,3.97,-3.04
1229,5,1.2205,0.2058,0.1711,-0.31,-6.53,-2.29
1240,0,-0.0268,-0.1087,1.0082,-0.61,-1.92,-6.39
1240,1,0.9895,0.0251,0.2068,-2.73,2.53,0.50
1240,2,0.9604,0.0161,0.3208,-2.63,2.70,-1.83
1240,3,0.9741,0.0681,0.2480,-3.36,4.00,-0.60
1240,4,0.9443,0.0513,0.3303,-2.09,4.78,-1.54
1240,5,1.1902,0.2148,0.1887,4.55,-5.39,-0.64
1250,0,-0.0312,-0.1487,0.9947,-1.92,-2.17,-0.82
1250,1,0.9863,0.0247,0.2236,2.09,3.27,1.50
1250,2,0.9678,0.0188,0.3145,1.69,3.79,-0.41
1250,3,0.9822,0.0586,0.2554,0.87,4.49,0.46
1250,4,0.9543,0.0347,0.3125,1.82,5.18,-0.50
1250,5,1.2114,0.2036,0.1687,8.08,-5.21,0.21
1260,0,-0.0260,-0.0985,1.0042,-2.03,-2.15,2.28
1260,1,1.0020,0.0063,0.1614,4.40,3.60,1.91
1260,2,0.9919,-0.0127,0.2354,3.18,3.76,-0.09
1260,3,0.9946,0.0181,0.2195,2.31,4.60,0.50
1260,4,0.9824,0.0061,0.2583,3.19,4.84,-0.15
1260,5,1.2327,0.1809,0.1091,9.39,-5.63,0.52
1271,0,-0.0028,-0.0220,1.0067,-1.63,-2.00,3.29
1271,1,0.9956,-0.0076,0.1450,4.66,3.77,1.80
1271,2,0.9988,-0.0198,0.2131,3.80,4.08,0.02
1271,3,0.9900,0.0027,0.2283,2.38,5.04,0.76
1271,4,0.9758,-0.0220,0.2754,2.72,5.48,-0.09
1271,5,1.2307,0.1572,0.1057,8.93,-5.13,0.55
1282,0,0.0149,-0.0121,1.0109,-1.77,-2.05,2.47
1282,1,0.9932,-0.0105,0.1638,3.77,2.85,1.56
1282,2,0.9885,-0.0203,0.2288,2.79,2.82,-0.34
1282,3,0.9885,0.0046,0.2366,1.36,4.21,0.14
1282,4,0.9680,-0.0159,0.2739,1.76,4.76,-0.58
1282,5,1.2227,0.1545,0.1074,7.63,-5.88,-0.11
1291,0,0.0095,-0.0128,1.0013,-1.37,-2.12,1.40
1291,1,1.0002,-0.0088,0.1470,2.96,3.47,1.45
1291,2,0.9861,-0.0193,0.2190,1.97,3.44,-0.55
1291,3,0.9871,0.0042,0.2297,0.40,4.60,0.24
1291,4,0.9688,-0.0156,0.2681,0.96,5.13,-0.73
1291,5,1.2244,0.1582,0.0950,6.89,-5.33,0.11
1302,0,0.0129,-0.0055,1.0006,-2.19,-2.15,0.65
1302,1,1.0024,-0.0071,0.1558,2.02,3.80,1.59
1302,2,0.9922,-0.0254,0.2300,1.07,3.85,-0.53
1302,3,0.9861,0.0132,0.2356,-0.26,5.08,0.46
1302,4,0.9768,-0.0046,0.2688,0.43,5.44,-0.79
1302,5,1.2292,0.1597,0.1047,6.37,-5.15,-0.02
1313,0,0.0041,-0.0234,1.0028,-2.33,-2.24,0.21
1313,1,0.9963,-0.0012,0.1614,2.17,4.15,1.71
1313,2,0.9878,-0.0073,0.2476,1.48,4.18,-0.44
1313,3,0.9873,0.0239,0.2441,0.11,5.18,0.24
1313,4,0.9631,0.0083,0.2805,0.76,5.76,-0.50
1313,5,1.2224,0.1802,0.1223,7.08,-4.60,0.34
1323,0,-0.0070,-0.0453,1.0044,-2.50,-2.29,0.84
1323,1,0.9922,0.0029,0.1750,2.40,3.76,1.79
1323,2,0.9851,-0.0071,0.2500,1.85,4.11,-0.41
1323,3,0.9851,0.0203,0.2480,0.41,5.27,0.43
1323,4,0.9690,0.0002,0.2891,1.08,5.50,-0.73
1323,5,1.2263,0.1758,0.1230,7.36,-5.11,0.17
1333,0,-0.0044,-0.0398,1.0052,-2.41,-2.19,0.89
1333,1,0.9897,0.0020,0.1748,2.46,3.66,1.66
1333,2,0.9832,-0.0107,0.2458,1.77,3.79,-0.49
1333,3,0.9807,0.0171,0.2498,0.23,4.81,0.23
1333,4,0.9670,-0.0039,0.2871,0.66,5.34,-0.73
1333,5,1.2322,0.1616,0.1216,6.76,-5.27,-0.08
1344,0,0.0024,-0.0326,1.0116,-1.86,-2.13,0.42
1344,1,0.9968,-0.0042,0.1741,1.80,3.13,1.33
1344,2,0.9907,-0.0134,0.2410,1.07,2.87,-0.93
1344,3,0.9902,0.0142,0.2400,-0.29,4.05,-0.12
1344,4,0.9741,-0.0042,0.2764,0.35,4.43,-1.10
1344,5,1.2312,0.1624,0.1118,6.21,-6.32,-0.27
1354,0,0.0029,-0.0262,1.0058,-1.01,-1.94,0.02
1354,1,0.9958,0.0007,0.1653,1.62,2.56,1.10
1354,2,0.9897,-0.0156,0.2280,0.70,2.53,-1.01
1354,3,0.9910,0.0164,0.2378,-0.52,3.89,-0.37
1354,4,0.9705,-0.0063,0.2754,-0.08,4.15,-1.36
1354,5,1.2295,0.1670,0.1077,6.08,-6.37,-0.55
1365,0,0.0026,-0.0238,1.0043,-0.52,-1.86,-0.28
1365,1,0.9985,-0.0042,0.1616,1.31,2.38,0.96
1365,2,0.9871,-0.0176,0.2329,0.52,2.17,-1.18
1365,3,0.9900,0.0134,0.2344,-0.69,3.47,-0.35
1365,4,0.9695,-0.0015,0.2759,-0.26,3.95,-1.44
1365,5,1.2273,0.1697,0.1077,5.80,-6.72,-0.84
1375,0,0.0024,-0.0265,1.0054,-0.16,-1.73,-0.52
1375,1,0.9985,-0.0027,0.1575,1.16,2.27,1.01
1375,2,0.9861,-0.0137,0.2334,0.17,2.20,-1.11
1375,3,0.9880,0.0156,0.2305,-1.05,3.80,-0.46
1375,4,0.9697,-0.0022,0.2756,-0.29,3.98,-1.37
1375,5,1.2249,0.1697,0.1057,5.76,-6.34,-0.79
1385,0,0.0013,-0.0242,1.0032,-0.54,-1.82,-0.75
1385,1,0.9973,-0.0012,0.1570,0.99,2.46,1.37
1385,2,0.9905,-0.0156,0.2278,0.38,2.61,-1.36
1385,3,0.9910,0.0164,0.2273,-1.08,4.03,-0.24
1385,4,0.9741,-0.0034,0.2639,-0.31,4.44,-1.24
1385,5,1.2295,0.1677,0.1013,5.48,-6.20,-0.64
1396,0,0.0022,-0.0217,1.0030,-0.82,-1.84,-0.68
1396,1,0.9980,-0.0015,0.1555,0.95,2.79,1.07
1396,2,0.9890,-0.0186,0.2271,0.31,2.58,-0.98
1396,3,0.9856,0.0154,0.2239,-1.13,3.94,-0.40
1396,4,0.9724,-0.0056,0.2625,-0.44,4.29,-1.25
1396,5,1.2241,0.1697,0.1011,5.74,-5.95,-0.70
1407,0,0.0026,-0.0203,0.9999,-1.10,-2.00,-0.61
1407,1,0.9968,-0.0017,0.1499,1.02,2.85,1.37
1407,2,0.9866,-0.0117,0.2261,0.26,3.01,-1.07
1407,3,0.9912,0.0151,0.2253,-0.98,4.27,-0.15
1407,4,0.9729,-0.0044,0.2683,-0.41,4.50,-1.31
1407,5,1.2288,0.1680,0.0994,5.77,-6.12,-0.40
1417,0,0.0030,-0.0228,1.0054,-1.10,-1.96,-0.60
1417,1,0.9990,0.0024,0.1560,1.10,2.82,1.19
1417,2,0.9922,-0.0151,0.2319,0.41,2.61,-1.01
1417,3,0.9912,0.0164,0.2273,-0.92,4.03,-0.21
1417,4,0.9666,0.0015,0.2649,-0.31,4.47,-1.33
1417,5,1.2205,0.1672,0.1038,5.82,-6.15,-0.55
1427,0,0.0013,-0.0231,0.9983,-1.31,-1.94,-0.54
1427,1,1.0022,0.0000,0.1553,1.27,2.96,1.34
1427,2,0.9895,-0.0142,0.2307,0.55,3.10,-1.05
1427,3,0.9912,0.0156,0.2297,-0.90,4.05,-0.12
1427,4,0.9744,0.0002,0.2683,-0.15,4.34,-1.25
1427,5,1.2322,0.1680,0.1045,5.82,-6.31,-0.78
1438,0,0.0018,-0.0238,1.0093,-0.54,-1.91,-0.51
1438,1,0.9980,-0.0022,0.1584,1.18,2.27,1.18
1438,2,0.9912,-0.0120,0.2297,0.46,2.18,-1.31
1438,3,0.9905,0.0129,0.2241,-0.78,3.69,-0.24
1438,4,0.9683,0.0024,0.2646,-0.09,4.24,-1.27
1438,5,1.2202,0.1753,0.1006,6.14,-6.29,-0.55
1448,0,0.0004,-0.0188,0.9969,-0.81,-1.89,-0.40
1448,1,1.0022,0.0020,0.1504,1.44,2.92,1.25
1448,2,0.9888,-0.0159,0.2290,0.69,2.96,-1.05
1448,3,0.9890,0.0166,0.2275,-0.49,4.17,-0.11
1448,4,0.9751,-0.0002,0.2664,-0.02,4.52,-1.18
1448,5,1.2258,0.1733,0.1079,6.02,-6.14,-0.56
1458,0,0.0009,-0.0232,1.0030,-0.94,-1.91,-0.12
1458,1,0.9956,0.0005,0.1560,1.62,3.04,1.39
1458,2,0.9866,-0.0149,0.2292,0.82,3.07,-0.90
1458,3,0.9851,0.0139,0.2288,-0.46,4.18,0.02
1458,4,0.9739,-0.0032,0.2695,-0.02,4.78,-1.07
1458,5,1.2273,0.1658,0.1079,6.29,-5.91,-0.35
1469,0,0.0032,-0.0227,1.0037,-1.23,-1.94,-0.12
1469,1,0.9998,0.0005,0.1580,1.50,2.82,1.30
1469,2,0.9900,-0.0149,0.2300,0.72,3.10,-0.76
1469,3,0.9858,0.0110,0.2285,-0.58,4.17,-0.14
1469,4,0.9661,-0.0027,0.2708,0.02,4.56,-1.07
1469,5,1.2271,0.1675,0.1079,6.05,-5.94,-0.41
1479,0,0.0028,-0.0226,1.0010,-1.21,-2.03,-0.26
1479,1,0.9995,-0.0032,0.1565,1.48,2.78,1.33
1479,2,0.9912,-0.0134,0.2332,0.53,2.95,-0.78
1479,3,0.9893,0.0144,0.2268,-0.69,4.27,-0.03
1479,4,0.9731,-0.0046,0.2710,-0.18,4.58,-1.05
1479,5,1.2302,0.1665,0.1108,5.82,-5.88,-0.61
1490,0,0.0033,-0.0228,1.0066,-1.10,-1.91,-0.51
1490,1,0.9983,-0.0032,0.1536,1.21,2.72,1.08
1490,2,0.9919,-0.0134,0.2295,0.41,2.81,-1.19
1490,3,0.9890,0.0107,0.2266,-0.89,4.12,-0.24
1490,4,0.9709,-0.0046,0.2708,-0.14,4.49,-1.28
1490,5,1.2307,0.1670,0.1086,5.88,-6.12,-0.41
1500,0,0.0023,-0.0223,1.0061,-0.86,-1.92,-0.56
1500,1,0.9993,-0.0027,0.1609,1.22,2.56,1.16
1500,2,0.9880,-0.0193,0.2322,0.58,2.70,-1.18
1500,3,0.9868,0.0129,0.2275,-0.92,4.11,-0.24
1500,4,0.9729,-0.0027,0.2690,-0.15,4.44,-1.21
1500,5,1.2251,0.1672,0.1104,5.85,-6.37,-0.56
1510,0,0.0024,-0.0216,1.0015,-0.86,-1.86,-0.49
1510,1,1.0010,-0.0010,0.1553,1.28,2.63,1.18
1510,2,0.9902,-0.0173,0.2317,0.27,2.58,-1.15
1510,3,0.9907,0.0122,0.2280,-0.85,4.02,-0.44
1510,4,0.9702,-0.0044,0.2686,-0.35,4.18,-1.39
1510,5,1.2241,0.1682,0.1003,5.73,-6.35,-0.69
1521,0,0.0016,-0.0227,1.0000,-0.72,-1.87,-0.51
1521,1,0.9990,-0.0022,0.1555,1.19,2.72,1.15
1521,2,0.9902,-0.0159,0.2317,0.37,2.63,-1.07
1521,3,0.9888,0.0132,0.2268,-0.81,3.97,-0.11
1521,4,0.9695,-0.0042,0.2683,-0.15,4.35,-1.28
1521,5,1.2266,0.1711,0.1140,5.88,-6.32,-0.67
1532,0,0.0034,-0.0238,1.0036,-0.75,-1.94,-0.47
1532,1,0.9971,0.0029,0.1504,1.18,2.63,1.25
1532,2,0.9895,-0.0134,0.2258,0.52,2.78,-1.16
1532,3,0.9890,0.0183,0.2200,-0.70,4.23,-0.32
1532,4,0.9678,0.0002,0.2629,-0.06,4.35,-0.98
1532,5,1.2271,0.1726,0.1084,6.09,-6.14,-0.58
1541,0,-0.0002,-0.0237,1.0032,-0.96,-1.87,-0.16
1541,1,0.9946,-0.0002,0.1482,1.71,2.72,1.28
1541,2,0.9883,-0.0178,0.2278,0.89,2.63,-0.76
1541,3,0.9871,0.0142,0.2156,-0.18,4.32,-0.02
1541,4,0.9692,-0.0007,0.2639,0.32,4.73,-0.96
1541,5,1.2283,0.1729,0.0981,6.34,-5.94,-0.44
1552,0,-0.0002,-0.0234,1.0038,-1.17,-2.00,0.33
1552,1,0.9998,-0.0024,0.1631,1.85,2.76,1.39
1552,2,0.9890,-0.0176,0.2332,1.13,3.05,-0.87
1552,3,0.9839,0.0090,0.2324,0.02,4.27,-0.15
1552,4,0.9690,-0.0032,0.2683,0.58,4.49,-1.04
1552,5,1.2283,0.1670,0.1050,6.40,-5.98,-0.35
1563,0,0.0040,-0.0238,1.0020,-0.93,-1.86,0.16
1563,1,0.9963,-0.0024,0.1597,1.79,2.84,1.28
1563,2,0.9932,-0.0193,0.2334,1.10,2.72,-0.82
1563,3,0.9905,0.0112,0.2368,-0.40,3.97,0.02
1563,4,0.9700,-0.0039,0.2700,0.27,4.43,-1.13
1563,5,1.2258,0.1641,0.1101,6.06,-6.12,-0.32
1573,0,0.0040,-0.0226,1.0017,-0.94,-1.92,-0.05
1573,1,0.9956,0.0007,0.1567,1.59,2.90,1.37
1573,2,0.9922,-0.0164,0.2324,0.58,2.95,-0.95
1573,3,0.9897,0.0132,0.2310,-0.69,4.24,0.02
1573,4,0.9751,-0.0054,0.2705,0.05,4.66,-1.04
1573,5,1.2300,0.1653,0.1130,6.23,-6.02,-0.78
1583,0,0.0052,-0.0257,1.0069,-1.01,-1.96,-0.28
1583,1,0.9915,-0.0024,0.1516,1.59,2.70,1.36
1583,2,0.9858,-0.0154,0.2339,0.67,2.82,-0.99
1583,3,0.9885,0.0161,0.2249,-0.56,4.17,-0.18
1583,4,0.9719,-0.0010,0.2656,0.18,4.66,-1.11
1583,5,1.2246,0.1741,0.1045,6.17,-5.95,-0.52
1594,0,0.0027,-0.0249,1.0049,-0.96,-1.91,0.16
1594,1,1.0007,0.0046,0.1367,2.21,2.75,1.51
1594,2,0.9900,-0.0034,0.2202,1.92,2.78,-0.82
1594,3,0.9995,0.0359,0.1770,1.05,4.20,0.38
1594,4,0.9829,0.0391,0.2146,2.24,4.64,-0.40
1594,5,1.2268,0.2312,0.0601,9.04,-5.74,0.32
1604,0,-0.0370,-0.0345,0.9917,-1.84,-2.10,4.83
1604,1,1.0173,0.0244,0.0693,9.21,4.20,2.82
1604,2,1.0032,0.0085,0.1865,9.05,4.52,1.63
1604,3,1.0115,0.0334,0.1389,8.17,5.86,2.46
1604,4,0.9902,0.0151,0.2104,9.02,5.91,2.09
1604,5,1.2451,0.1716,0.0967,15.47,-5.21,2.44
1615,0,-0.0023,-0.0161,1.0135,-2.35,-2.28,4.99
1615,1,0.9924,-0.0256,0.2080,9.36,3.45,2.73
1615,2,0.9819,-0.0420,0.2546,7.69,2.84,1.11
1615,3,0.9685,-0.0271,0.3186,6.21,4.60,1.42
1615,4,0.9556,-0.0476,0.3440,5.83,4.89,0.47
1615,5,1.2236,0.1194,0.1489,11.18,-6.26,0.96
1625,0,0.0346,-0.0249,1.0069,-0.88,-2.05,4.20
1625,1,0.9978,-0.0115,0.1934,4.63,2.31,1.68
1625,2,0.9922,-0.0256,0.2522,3.50,2.02,-0.34
1625,3,0.9802,0.0029,0.2637,2.18,3.89,0.24
1625,4,0.9668,-0.0107,0.2817,2.93,3.86,-0.55
1625,5,1.2339,0.1670,0.1177,9.08,-7.21,0.00
1635,0,0.0068,-0.0292,1.0039,0.12,-1.77,2.90
1635,1,0.9941,0.0039,0.1331,5.22,2.96,1.85
1635,2,0.9863,-0.0132,0.2244,4.55,2.90,0.14
1635,3,0.9919,0.0193,0.2192,3.19,4.20,0.76
1635,4,0.9788,-0.0034,0.2661,3.91,4.60,0.08
1635,5,1.2363,0.1665,0.1082,10.14,-6.44,0.69
1646,0,0.0012,-0.0284,1.0095,-0.77,-1.86,4.39
1646,1,1.0044,-0.0032,0.1370,6.47,3.01,2.03
1646,2,0.9893,-0.0144,0.2207,5.76,2.87,0.40
1646,3,0.9993,0.0129,0.2048,4.72,4.49,1.07
1646,4,0.9756,-0.0063,0.2505,5.11,4.98,0.27
1646,5,1.2253,0.1545,0.1008,11.51,-6.35,0.89
1657,0,0.0087,-0.0242,1.0054,-0.82,-2.05,5.27
1657,1,0.9971,-0.0146,0.1633,6.85,2.61,2.02
1657,2,0.9805,-0.0264,0.2363,5.76,2.38,0.38
1657,3,0.9854,0.0027,0.2505,4.46,4.40,0.85
1657,4,0.9648,-0.0149,0.2871,4.85,4.56,0.23
1657,5,1.2229,0.1506,0.1162,10.60,-6.35,1.21
1666,0,0.0159,-0.0235,0.9982,-0.68,-2.05,4.13
1666,1,0.9917,-0.0137,0.1865,5.07,2.87,1.94
1666,2,0.9883,-0.0215,0.2480,3.80,2.47,0.11
1666,3,0.9736,-0.0005,0.2766,2.14,4.78,0.55
1666,4,0.9585,-0.0129,0.3032,2.46,4.98,-0.31
1666,5,1.2185,0.1599,0.1201,8.03,-5.92,0.18
1677,0,0.0087,-0.0249,0.9964,-0.96,-2.26,1.75
1677,1,0.9951,0.0066,0.1855,2.21,3.63,2.09
1677,2,0.9946,-0.0044,0.2395,1.11,3.31,-0.27
1677,3,0.9832,0.0168,0.2590,-0.17,5.56,0.32
1677,4,0.9707,0.0088,0.2886,0.18,5.83,-0.55
1677,5,1.2195,0.1743,0.1111,6.21,-5.11,0.29
1688,0,-0.0073,-0.0217,0.9993,-1.56,-2.66,-0.35
1688,1,0.9934,-0.0015,0.1602,1.11,4.52,2.12
1688,2,0.9951,-0.0105,0.2288,0.20,4.08,-0.09
1688,3,0.9895,0.0156,0.2319,-0.85,6.35,0.38
1688,4,0.9749,-0.0010,0.2754,-0.49,6.35,-0.49
1688,5,1.2202,0.1716,0.1038,5.76,-4.82,0.27
1699,0,0.0000,-0.0228,1.0019,-2.43,-2.80,-0.56
1699,1,0.9990,0.0002,0.1619,1.21,4.99,2.26
1699,2,0.9919,-0.0173,0.2378,0.21,4.21,-0.06
