# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# units: accel g, gyro deg/s
millis,sensor_id,ax,ay,az,gx,gy,gz
# calib_start hold_still_ms=10000
3350,1,0.7031,0.8213,-0.1035,-15.11,-4.79,30.93
3350,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3350,3,0.7361,0.8218,-0.0693,-19.65,-2.40,29.34
3350,4,0.7170,0.7964,-0.0562,-21.51,-1.83,27.60
3350,5,0.9373,0.9751,-0.2000,-14.34,-13.54,28.90
3361,0,-0.7890,0.2159,0.6211,6.11,-35.44,-13.60
3361,1,0.7043,0.7993,-0.1047,-16.90,-5.19,35.24
3361,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3361,3,0.7288,0.8025,-0.0652,-22.05,-2.79,33.16
3361,4,0.7214,0.7798,-0.0588,-24.15,-2.20,31.22
3361,5,0.9490,0.9646,-0.2075,-16.75,-14.24,32.26
3372,0,-0.7804,0.2219,0.6362,6.65,-38.76,-14.91
3372,1,0.7068,0.8040,-0.1047,-18.73,-5.04,38.85
3372,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3372,3,0.7385,0.8091,-0.0715,-24.03,-2.34,36.50
3372,4,0.7280,0.7908,-0.0586,-26.23,-1.56,34.40
3372,5,0.9578,0.9749,-0.1951,-18.99,-13.48,35.82
3381,0,-0.7885,0.2195,0.6422,5.88,-43.01,-16.27
3381,1,0.7366,0.8115,-0.1106,-20.05,-3.94,42.35
3381,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3381,3,0.7617,0.8203,-0.0759,-25.79,-1.33,40.14
3381,4,0.7585,0.8064,-0.0547,-28.35,-0.52,37.80
3381,5,0.9907,0.9890,-0.1968,-20.73,-12.89,39.31
3392,0,-0.7985,0.2253,0.6789,5.23,-46.24,-17.18
3392,1,0.7588,0.8250,-0.1045,-21.85,-4.50,46.00
3392,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3392,3,0.7996,0.8381,-0.0569,-27.92,-2.67,43.37
3392,4,0.7939,0.8159,-0.0410,-30.70,-2.27,40.93
3392,5,1.0281,1.0017,-0.1804,-23.07,-15.25,42.27
3403,0,-0.8157,0.2281,0.7031,7.28,-50.15,-18.88
3403,1,0.7825,0.8411,-0.0933,-24.06,-8.64,49.63
3403,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3403,3,0.8274,0.8491,-0.0437,-30.17,-6.90,47.10
3403,4,0.8223,0.8303,-0.0281,-33.18,-6.79,44.66
3403,5,1.0469,1.0083,-0.1626,-25.33,-19.83,46.21
3413,0,-0.8236,0.2152,0.7208,12.65,-54.06,-20.06
3413,1,0.7991,0.8433,-0.0752,-25.40,-13.85,54.15
3413,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3413,3,0.8499,0.8625,-0.0352,-31.57,-12.41,51.76
3413,4,0.8315,0.8406,-0.0103,-34.79,-12.37,49.24
3413,5,1.0466,1.0164,-0.1379,-26.47,-25.39,50.84
3423,0,-0.8250,0.1795,0.7279,17.59,-58.99,-19.93
3423,1,0.7920,0.8416,-0.0657,-25.16,-19.62,58.44
3423,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3423,3,0.8379,0.8545,-0.0300,-31.31,-17.85,56.44
3423,4,0.8220,0.8311,0.0000,-34.87,-17.71,53.91
3423,5,1.0410,1.0056,-0.1323,-26.29,-30.95,55.05
3434,0,-0.8086,0.1618,0.7272,23.94,-62.72,-18.50
3434,1,0.7869,0.8149,-0.0625,-24.02,-25.33,62.85
3434,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3434,3,0.8293,0.8289,-0.0312,-30.49,-23.45,60.81
3434,4,0.8066,0.8013,0.0024,-34.27,-23.25,58.37
3434,5,1.0354,0.9805,-0.1255,-25.51,-36.78,59.15
3444,0,-0.7803,0.1548,0.7227,28.88,-65.82,-16.64
3444,1,0.7673,0.7922,-0.0669,-22.55,-30.46,66.43
3444,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3444,3,0.8013,0.8025,-0.0398,-29.27,-27.77,64.44
3444,4,0.7839,0.7815,-0.0122,-33.22,-27.44,61.97
3444,5,1.0110,0.9524,-0.1365,-24.37,-40.81,62.82
3455,0,-0.7549,0.1560,0.7048,33.18,-69.21,-14.68
3455,1,0.7527,0.7627,-0.0867,-20.81,-32.98,69.77
3455,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3455,3,0.7759,0.7766,-0.0562,-27.76,-29.69,67.85
3455,4,0.7659,0.7507,-0.0349,-32.18,-28.61,65.44
3455,5,0.9956,0.9246,-0.1643,-22.85,-41.71,65.91
3465,0,-0.7231,0.1790,0.6928,33.92,-71.70,-12.44
3465,1,0.7405,0.7397,-0.0969,-19.40,-32.17,72.43
3465,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3465,3,0.7593,0.7502,-0.0796,-26.47,-28.44,70.58
3465,4,0.7495,0.7256,-0.0532,-31.24,-27.01,68.15
3465,5,0.9790,0.9001,-0.1860,-21.79,-39.94,68.56
3476,0,-0.7015,0.1903,0.6872,31.53,-74.20,-11.02
3476,1,0.7380,0.7019,-0.1150,-18.14,-29.22,74.50
3476,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3476,3,0.7395,0.7190,-0.0906,-25.42,-24.76,72.73
3476,4,0.7383,0.6946,-0.0596,-29.89,-23.45,70.17
3476,5,0.9795,0.8706,-0.1946,-20.79,-35.86,70.37
3486,0,-0.6737,0.1989,0.6955,28.12,-75.27,-9.08
3486,1,0.7351,0.6982,-0.1182,-16.70,-24.52,75.68
3486,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3486,3,0.7295,0.7166,-0.1021,-24.08,-19.79,73.53
3486,4,0.7349,0.6895,-0.0723,-28.69,-17.74,70.92
3486,5,0.9731,0.8677,-0.2019,-19.54,-30.31,71.44
3497,0,-0.6738,0.2094,0.6952,21.74,-75.93,-8.15
3497,1,0.7390,0.6970,-0.1206,-15.94,-18.38,76.75
3497,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3497,3,0.7388,0.7083,-0.0950,-23.91,-13.11,74.41
3497,4,0.7400,0.6812,-0.0735,-28.50,-11.48,72.08
3497,5,0.9824,0.8616,-0.2131,-19.18,-24.09,72.61
3507,0,-0.6672,0.2245,0.6963,15.63,-77.11,-7.72
3507,1,0.7527,0.6829,-0.1243,-16.06,-11.28,78.34
3507,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3507,3,0.7515,0.6934,-0.0901,-24.20,-5.69,75.88
3507,4,0.7510,0.6719,-0.0693,-29.07,-3.68,73.21
3507,5,0.9897,0.8499,-0.2097,-19.65,-16.24,74.46
3517,0,-0.6531,0.2150,0.7058,6.89,-78.87,-7.66
3517,1,0.7632,0.6812,-0.1194,-16.27,-2.85,80.03
3517,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3517,3,0.7585,0.6914,-0.0908,-24.41,3.11,77.69
3517,4,0.7559,0.6665,-0.0676,-29.31,5.31,75.08
3517,5,0.9888,0.8420,-0.2051,-20.03,-6.84,76.58
3528,0,-0.6488,0.2072,0.7141,-1.73,-80.54,-7.23
3528,1,0.7737,0.6763,-0.1091,-15.79,7.40,82.27
3528,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3528,3,0.7605,0.6921,-0.0862,-24.08,13.31,79.15
3528,4,0.7620,0.6689,-0.0571,-29.16,15.65,76.32
3528,5,1.0034,0.8447,-0.1848,-19.22,3.13,78.35
3539,0,-0.6492,0.1901,0.7346,-13.18,-81.92,-6.18
3539,1,0.7852,0.6694,-0.1003,-14.49,17.25,82.99
3539,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3539,3,0.7732,0.6836,-0.0791,-22.82,22.44,79.39
3539,4,0.7866,0.6492,-0.0408,-27.45,24.47,76.60
3539,5,1.0420,0.8262,-0.1584,-17.30,11.13,78.49
3548,0,-0.6332,0.1740,0.7857,-20.11,-81.44,-4.15
3548,1,0.8052,0.6262,-0.0874,-12.84,22.96,81.95
3548,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3548,3,0.7961,0.6392,-0.0586,-21.11,27.60,77.88
3548,4,0.8179,0.6033,-0.0205,-25.60,28.90,74.81
3548,5,1.0818,0.7788,-0.1531,-15.92,15.54,76.61
3559,0,-0.5829,0.1902,0.8162,-23.89,-79.21,-3.69
3559,1,0.8318,0.5918,-0.0820,-12.73,25.02,79.88
3559,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3559,3,0.8303,0.5938,-0.0286,-21.21,29.13,76.02
3559,4,0.8469,0.5657,-0.0063,-26.15,30.00,73.25
3559,5,1.1001,0.7395,-0.1553,-17.11,16.40,75.27
3570,0,-0.5519,0.2180,0.8222,-24.82,-78.26,-5.39
3570,1,0.8535,0.5669,-0.0842,-14.79,25.60,79.19
3570,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3570,3,0.8691,0.5708,-0.0281,-23.47,28.95,75.18
3570,4,0.8850,0.5398,-0.0093,-28.29,29.74,72.21
3570,5,1.1497,0.7153,-0.1614,-19.04,15.77,74.32
3580,0,-0.5268,0.2359,0.8577,-23.38,-77.91,-7.70
3580,1,0.8950,0.5532,-0.0857,-17.19,22.17,78.20
3580,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3580,3,0.9297,0.5642,-0.0171,-25.97,24.47,74.06
3580,4,0.9429,0.5398,0.0068,-30.49,24.47,71.05
3580,5,1.2078,0.7222,-0.1521,-21.34,9.94,73.10
3590,0,-0.5317,0.2403,0.9060,-17.55,-77.37,-10.03
3590,1,0.9324,0.5759,-0.0830,-19.34,13.68,77.40
3590,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3590,3,0.9829,0.5881,-0.0142,-27.89,14.67,73.79
3590,4,0.9927,0.5691,0.0151,-32.70,14.38,70.79
3590,5,1.2434,0.7466,-0.1475,-23.59,-0.52,72.55
3601,0,-0.5579,0.2508,0.9238,-7.80,-77.68,-12.34
3601,1,0.9607,0.5864,-0.0808,-21.63,1.18,77.79
3601,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3601,3,1.0164,0.5945,0.0046,-30.21,1.08,74.24
3601,4,1.0259,0.5684,0.0398,-35.25,0.27,70.99
3601,5,1.2844,0.7400,-0.1248,-26.06,-15.45,72.09
3611,0,-0.5523,0.2474,0.9565,9.17,-78.21,-14.84
3611,1,0.9832,0.5688,-0.0601,-24.29,-15.83,77.77
3611,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3611,3,1.0520,0.5725,0.0391,-32.92,-16.09,74.79
3611,4,1.0520,0.5415,0.0554,-38.27,-17.30,71.77
3611,5,1.2917,0.7085,-0.1152,-29.19,-32.43,72.23
3622,0,-0.5173,0.2413,0.9722,24.57,-79.01,-18.38
3622,1,1.0007,0.5356,-0.0449,-27.37,-33.42,78.41
3622,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3622,3,1.0645,0.5410,0.0388,-35.37,-33.28,75.66
3622,4,1.0425,0.5251,0.0569,-40.78,-34.11,73.13
3622,5,1.2544,0.6987,-0.1096,-32.00,-48.76,73.98
3632,0,-0.4993,0.2164,0.9315,42.14,-81.78,-19.62
3632,1,0.9932,0.5271,-0.0518,-27.86,-46.92,82.31
3632,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3632,3,1.0464,0.5371,0.0071,-35.57,-46.20,80.47
3632,4,1.0364,0.5081,0.0635,-40.79,-46.87,77.37
3632,5,1.2747,0.6750,-0.0908,-31.18,-61.98,77.16
3642,0,-0.4715,0.1867,0.9525,54.09,-85.17,-18.06
3642,1,0.9761,0.4834,-0.0620,-26.43,-59.69,84.78
3642,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3642,3,1.0093,0.4958,0.0022,-34.52,-58.38,83.21
3642,4,0.9988,0.4644,0.0442,-40.06,-58.69,80.34
3642,5,1.2280,0.6367,-0.1084,-30.50,-72.99,79.76
3653,0,-0.4309,0.1912,0.9002,66.76,-86.97,-16.89
3653,1,0.9167,0.4360,-0.0652,-25.04,-69.95,86.73
3653,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3653,3,0.9351,0.4568,-0.0103,-33.01,-67.66,85.65
3653,4,0.9290,0.4268,0.0293,-38.69,-67.01,82.95
3653,5,1.1497,0.5989,-0.1191,-29.07,-81.15,81.89
3664,0,-0.3894,0.1740,0.8530,73.52,-88.79,-14.42
3664,1,0.8669,0.4026,-0.0684,-23.04,-74.37,88.64
3664,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3664,3,0.8723,0.4180,-0.0164,-30.79,-70.92,87.54
3664,4,0.8503,0.3811,0.0186,-36.69,-70.03,85.04
3664,5,1.0762,0.5464,-0.1421,-26.72,-82.73,84.02
3673,0,-0.3447,0.1713,0.8011,74.13,-90.14,-11.99
3673,1,0.8416,0.3660,-0.0806,-21.08,-71.63,90.85
3673,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3673,3,0.8523,0.3850,-0.0273,-29.57,-67.10,89.91
3673,4,0.8518,0.3533,-0.0020,-35.71,-65.57,87.47
3673,5,1.0833,0.5203,-0.1543,-25.80,-78.70,86.24
3684,0,-0.3084,0.2026,0.8009,70.60,-92.19,-10.55
3684,1,0.8796,0.3237,-0.1040,-20.34,-68.18,93.34
3684,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3684,3,0.9182,0.3406,-0.0417,-29.04,-64.69,92.37
3684,4,0.9265,0.3074,-0.0129,-35.28,-63.66,89.94
3684,5,1.1792,0.4844,-0.1829,-25.37,-77.89,88.70
3695,0,-0.2801,0.2490,0.8808,70.46,-94.25,-9.94
3695,1,0.9453,0.3123,-0.1284,-19.94,-70.95,94.90
3695,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3695,3,0.9932,0.3354,-0.0535,-28.95,-68.55,94.56
3695,4,0.9954,0.3035,-0.0181,-35.57,-68.18,92.03
3695,5,1.2288,0.4790,-0.1843,-25.68,-82.79,90.85
3705,0,-0.2765,0.2777,0.9032,75.32,-96.16,-9.90
3705,1,0.9651,0.3267,-0.1299,-20.41,-77.63,97.85
3705,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3705,3,1.0146,0.3472,-0.0469,-29.47,-75.08,97.40
3705,4,1.0059,0.3140,-0.0005,-36.49,-74.78,95.18
3705,5,1.2351,0.4873,-0.1711,-26.29,-89.76,93.62
3715,0,-0.2808,0.2608,0.9102,83.07,-99.56,-9.59
3715,1,0.9717,0.3103,-0.0986,-20.06,-85.48,100.66
3715,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3715,3,1.0078,0.3359,-0.0195,-29.04,-83.28,100.27
3715,4,1.0076,0.3086,0.0288,-35.79,-83.48,97.77
3715,5,1.2456,0.4844,-0.1299,-25.68,-98.44,95.92
3726,0,-0.2729,0.2159,0.9333,91.35,-101.13,-7.66
3726,1,0.9658,0.3088,-0.0852,-17.71,-93.88,102.46
3726,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3726,3,1.0088,0.3503,-0.0042,-26.84,-91.89,102.38
3726,4,1.0029,0.3213,0.0442,-33.68,-91.76,99.91
3726,5,1.2544,0.4839,-0.1118,-23.36,-106.93,97.48
3736,0,-0.2779,0.2035,0.9532,100.43,-101.71,-5.25
3736,1,0.9478,0.2944,-0.0652,-15.57,-102.11,102.03
3736,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3736,3,0.9504,0.3037,0.0454,-24.73,-100.11,101.48
3736,4,0.9607,0.2712,0.0693,-32.23,-99.98,98.93
3736,5,1.2249,0.4316,-0.1064,-22.40,-114.14,95.76
3747,0,-0.2361,0.2065,0.9394,107.19,-100.10,-5.37
3747,1,0.9124,0.2534,-0.0522,-15.79,-107.05,99.71
3747,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3747,3,0.8994,0.2893,0.0125,-24.55,-102.46,99.88
3747,4,0.9089,0.2791,0.0320,-31.15,-101.01,97.54
3747,5,1.1533,0.4495,-0.1150,-21.11,-114.64,94.73
3757,0,-0.2428,0.1692,0.8907,106.36,-98.84,-3.15
3757,1,0.9131,0.2849,-0.0955,-11.62,-104.06,99.68
3757,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3757,3,0.9128,0.3394,-0.0701,-19.18,-99.19,100.31
3757,4,0.9270,0.3118,-0.0024,-25.30,-97.39,98.03
3757,5,1.1814,0.4822,-0.1243,-14.40,-111.27,94.96
3767,0,-0.2607,0.1534,0.9360,103.51,-97.44,5.13
3767,1,0.9360,0.2773,-0.1206,-3.10,-102.67,97.79
3767,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3767,3,0.9365,0.3223,-0.1060,-10.11,-97.86,98.47
3767,4,0.9543,0.2959,-0.0210,-15.79,-96.69,96.85
3767,5,1.2266,0.4631,-0.1272,-4.87,-110.98,93.16
3778,0,-0.2427,0.1721,0.9729,103.25,-92.61,13.02
3778,1,0.9497,0.2573,-0.1477,5.97,-102.63,94.35
3778,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3778,3,0.9541,0.3040,-0.1143,-1.08,-98.81,95.53
3778,4,0.9802,0.2693,-0.0396,-6.84,-98.00,94.52
3778,5,1.2478,0.4414,-0.1619,3.86,-111.94,90.35
3789,0,-0.2278,0.2418,0.9803,104.84,-88.53,19.97
3789,1,0.9558,0.2402,-0.1592,12.99,-105.60,90.38
3789,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3789,3,0.9590,0.2695,-0.1118,5.71,-102.41,92.03
3789,4,0.9902,0.2444,-0.0449,0.02,-101.86,91.40
3789,5,1.2546,0.4128,-0.1868,10.12,-116.20,86.89
3799,0,-0.2047,0.2715,0.9782,108.64,-83.18,25.13
3799,1,0.9509,0.2217,-0.1736,17.07,-110.14,86.11
3799,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3799,3,0.9570,0.2388,-0.1135,9.59,-106.95,88.14
3799,4,0.9839,0.2114,-0.0615,3.74,-106.82,87.82
3799,5,1.2520,0.3838,-0.2200,13.57,-121.01,83.05
3809,0,-0.1831,0.3096,0.9599,114.38,-79.26,27.32
3809,1,0.9456,0.1941,-0.1990,19.69,-116.06,81.71
3809,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3809,3,0.9587,0.2087,-0.1345,12.58,-113.57,84.41
3809,4,0.9907,0.1819,-0.0906,6.64,-113.69,84.08
3809,5,1.2556,0.3555,-0.2610,16.06,-127.94,79.13
3820,0,-0.1574,0.3545,0.9536,120.50,-74.55,28.72
3820,1,0.9451,0.1775,-0.2329,20.92,-123.33,77.34
3820,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3820,3,0.9551,0.1831,-0.1499,14.11,-120.46,80.37
3820,4,0.9814,0.1599,-0.1111,8.47,-120.64,80.05
3820,5,1.2505,0.3391,-0.2778,17.45,-134.47,74.69
3831,0,-0.1436,0.3727,0.9427,128.00,-70.46,29.07
3831,1,0.9231,0.1501,-0.2324,22.47,-129.44,72.66
3831,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3831,3,0.9363,0.1689,-0.1538,16.15,-127.36,76.06
3831,4,0.9622,0.1423,-0.1055,10.76,-127.56,76.23
3831,5,1.2170,0.3240,-0.2795,19.71,-140.99,70.92
3840,0,-0.1216,0.3566,0.9051,133.89,-66.15,30.69
3840,1,0.8992,0.1423,-0.2400,24.32,-134.44,69.69
3840,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3840,3,0.9141,0.1582,-0.1741,18.11,-131.59,73.74
3840,4,0.9319,0.1384,-0.1223,13.01,-131.24,74.41
3840,5,1.1804,0.3135,-0.2791,21.91,-144.49,68.63
3851,0,-0.1118,0.3564,0.8653,137.99,-64.26,32.01
3851,1,0.8804,0.1265,-0.2559,26.11,-137.95,67.24
3851,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3851,3,0.8765,0.1331,-0.1899,20.03,-134.84,70.98
3851,4,0.9153,0.1082,-0.1582,14.90,-134.05,71.42
3851,5,1.1672,0.2864,-0.3203,23.71,-146.61,65.54
3862,0,-0.0832,0.3967,0.8619,139.95,-60.64,33.04
3862,1,0.8667,0.0835,-0.2844,27.34,-139.51,64.02
3862,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3862,3,0.8767,0.0962,-0.2261,21.57,-136.11,68.31
3862,4,0.9036,0.0769,-0.1946,16.82,-135.21,68.79
3862,5,1.1487,0.2595,-0.3684,25.31,-147.22,63.01
3872,0,-0.0598,0.4227,0.8307,140.61,-58.10,33.99
3872,1,0.8643,0.0808,-0.3198,28.66,-138.11,61.86
3872,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3872,3,0.8845,0.0911,-0.2563,22.90,-134.52,66.85
3872,4,0.9050,0.0725,-0.2200,18.26,-133.79,67.77
3872,5,1.1404,0.2571,-0.3867,26.73,-146.14,62.09
3882,0,-0.0538,0.4412,0.8156,139.35,-56.38,35.38
3882,1,0.8618,0.0720,-0.3516,30.47,-137.42,60.44
3882,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3882,3,0.8828,0.0793,-0.2803,24.76,-134.09,65.08
3882,4,0.9031,0.0537,-0.2437,20.14,-133.47,66.11
3882,5,1.1460,0.2344,-0.4114,28.40,-145.91,59.95
3893,0,-0.0379,0.4728,0.8117,139.20,-54.55,36.51
3893,1,0.8496,0.0596,-0.3787,31.51,-137.65,58.63
3893,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3893,3,0.8718,0.0669,-0.3127,25.95,-134.46,63.39
3893,4,0.8945,0.0432,-0.2749,21.59,-134.00,64.26
3893,5,1.1348,0.2332,-0.4492,29.73,-146.52,58.49
3904,0,-0.0331,0.5025,0.7823,139.93,-52.62,37.43
3904,1,0.8176,0.0630,-0.4099,32.35,-138.35,57.08
3904,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3904,3,0.8606,0.0710,-0.3357,26.93,-135.33,62.24
3904,4,0.8750,0.0491,-0.3008,22.38,-134.99,63.45
3904,5,1.1006,0.2349,-0.4839,30.78,-147.39,57.92
3914,0,-0.0349,0.5283,0.7304,140.86,-52.06,37.85
3914,1,0.7959,0.0513,-0.4336,32.70,-139.50,56.93
3914,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3914,3,0.8345,0.0461,-0.3635,26.89,-136.26,62.12
3914,4,0.8552,0.0161,-0.3455,21.94,-135.95,63.44
3914,5,1.0891,0.1980,-0.5320,29.74,-148.20,57.68
3924,0,-0.0035,0.5906,0.7154,141.73,-51.82,36.82
3924,1,0.7751,0.0203,-0.4734,31.10,-140.67,56.08
3924,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3924,3,0.8059,0.0120,-0.3853,24.95,-137.56,61.15
3924,4,0.8345,-0.0149,-0.3726,20.09,-137.11,62.24
3924,5,1.0603,0.1772,-0.5854,27.69,-149.51,56.11
3935,0,0.0161,0.6323,0.6789,142.73,-51.21,34.25
3935,1,0.7500,0.0090,-0.5283,27.66,-140.40,54.89
3935,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3935,3,0.7820,0.0029,-0.4480,21.50,-136.43,59.71
3935,4,0.8184,-0.0171,-0.4475,16.53,-135.34,60.46
3935,5,1.0562,0.1709,-0.6404,24.29,-147.27,54.55
3946,0,0.0181,0.6976,0.6676,140.79,-50.29,30.08
3946,1,0.7522,0.0107,-0.5696,24.41,-137.80,53.68
3946,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3946,3,0.7864,-0.0020,-0.4871,18.31,-134.08,58.26
3946,4,0.8184,-0.0359,-0.4795,13.71,-133.22,58.84
3946,5,1.0535,0.1626,-0.6721,21.11,-144.99,53.30
3956,0,0.0303,0.7287,0.6606,137.83,-49.86,27.16
3956,1,0.7402,-0.0176,-0.6064,20.64,-135.02,52.63
3956,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3956,3,0.7764,-0.0310,-0.5168,14.50,-131.21,56.46
3956,4,0.8167,-0.0559,-0.5083,9.80,-129.98,56.69
3956,5,1.0574,0.1416,-0.7156,17.42,-141.83,51.44
3966,0,0.0508,0.7666,0.6564,135.31,-48.74,22.24
3966,1,0.7402,-0.0317,-0.6338,16.58,-133.24,50.85
3966,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3966,3,0.7786,-0.0420,-0.5408,10.72,-129.65,54.27
3966,4,0.8293,-0.0681,-0.5295,6.18,-128.85,54.34
3966,5,1.0662,0.1335,-0.7292,13.44,-141.04,48.95
3977,0,0.0594,0.7841,0.6683,134.56,-47.46,18.39
3977,1,0.7354,-0.0476,-0.6582,12.47,-132.15,47.57
3977,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3977,3,0.7415,-0.0735,-0.5693,6.60,-128.15,49.95
3977,4,0.8086,-0.1013,-0.5566,2.27,-126.72,49.33
3977,5,1.0659,0.1016,-0.7520,9.57,-137.86,43.73
3987,0,0.0847,0.8079,0.6850,131.18,-42.81,12.65
3987,1,0.7317,-0.0576,-0.6646,8.00,-126.73,42.20
3987,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3987,3,0.7456,-0.0728,-0.5842,2.99,-122.87,43.65
3987,4,0.8215,-0.0957,-0.5647,-0.58,-121.80,42.70
3987,5,1.0859,0.1047,-0.7556,6.67,-132.95,37.40
3998,0,0.0782,0.8022,0.6989,126.09,-38.01,9.03
3998,1,0.7517,-0.0308,-0.6631,5.59,-123.51,36.99
3998,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
3998,3,0.7705,-0.0417,-0.5857,1.28,-120.15,38.84
3998,4,0.8352,-0.0627,-0.5513,-1.80,-119.36,38.08
3998,5,1.0784,0.1423,-0.7229,5.54,-130.43,32.93
4008,0,0.0476,0.7554,0.6915,123.92,-34.81,6.77
4008,1,0.7397,-0.0212,-0.6289,4.14,-120.99,33.39
4008,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
4008,3,0.7537,-0.0400,-0.5510,-0.03,-117.71,34.85
4008,4,0.8127,-0.0681,-0.5222,-2.95,-116.98,34.03
4008,5,1.0547,0.1333,-0.7085,4.23,-127.82,28.99
4018,0,0.0559,0.7468,0.6701,121.05,-31.20,4.41
4018,1,0.7119,-0.0354,-0.6277,1.79,-118.46,29.60
4018,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
4018,3,0.7400,-0.0474,-0.5562,-2.02,-115.77,31.33
4018,4,0.7896,-0.0715,-0.5374,-4.66,-115.05,30.41
4018,5,1.0349,0.1318,-0.7119,2.03,-126.06,25.89
4029,0,0.0584,0.7497,0.6384,119.61,-28.89,1.77
4029,1,0.6821,-0.0366,-0.6550,0.27,-117.98,27.13
4029,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
4029,3,0.7161,-0.0464,-0.5974,-3.31,-115.91,28.41
4029,4,0.7651,-0.0718,-0.5730,-5.56,-115.56,27.40
4029,5,1.0071,0.1304,-0.7498,1.24,-126.93,22.78
4040,0,0.0622,0.7641,0.6038,120.82,-25.88,0.47
4040,1,0.6450,-0.0393,-0.6858,-0.67,-119.22,24.02
4040,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
4040,3,0.6802,-0.0491,-0.6382,-4.02,-116.98,25.39
4040,4,0.7336,-0.0747,-0.6145,-5.85,-116.12,24.76
4040,5,0.9668,0.1294,-0.7839,0.84,-126.76,20.47
4049,0,0.0626,0.7925,0.5507,120.15,-23.98,-0.52
4049,1,0.6265,-0.0474,-0.7222,-1.11,-117.22,22.32
4049,2,0.0000,0.0000,0.0000,0.00,0.00,0.00
4049,3,0.6604,-0.0593,-0.6675,-4.24,-114.52,24.18
