# sensor 0 OK
# sensor 1 OK
# sensor 2 OK
# sensor 3 OK
# sensor 4 OK
# sensor 5 OK
# sensor 0 = onboard LSM6DS3, 1..5 = finger MPU-6050
# SUBTRACT_GYRO_BIAS=1
# units: quat unitless, roll/pitch/yaw deg
millis,sensor_id,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
# calib_start hold_still_ms=10000
# ---- gyro bias table (deg/s) from still window ----
# sensor_id,n,bias_x,bias_y,bias_z,std_x,std_y,std_z
# 0,1001,-0.198,-1.596,-0.458,0.213,0.049,0.055
# 1,1001,1.071,2.047,1.060,0.081,0.109,0.084
# 2,1001,0.360,2.009,-1.217,0.090,0.125,0.085
# 3,1001,-0.938,3.508,-0.463,0.089,0.147,0.084
# 4,1001,-0.317,3.755,-1.464,0.091,0.203,0.101
# 5,1001,5.788,-6.984,-0.814,0.286,0.344,0.119
# --------------------------------------------------
# ---- seeding orientation from calibration-window accel ----
# sensor 0 seed_accel=0.010,-0.013,1.006
# sensor 1 seed_accel=0.999,-0.001,0.148
# sensor 2 seed_accel=0.993,-0.015,0.220
# sensor 3 seed_accel=0.991,0.014,0.220
# sensor 4 seed_accel=0.975,-0.002,0.260
# sensor 5 seed_accel=1.230,0.171,0.097
# calib_end — fusion running now
11496,3,0.78415,0.02612,-0.61971,0.01969,4.11,-76.64,-0.37
11496,4,0.79503,-0.00405,-0.60655,-0.00112,-1.10,-74.68,0.68
11496,5,0.65480,0.38301,-0.56325,0.32756,61.46,-81.32,-0.95
11507,0,0.99977,-0.01116,-0.01838,-0.00009,-1.28,-2.11,0.01
11507,1,0.75809,-0.01213,-0.65202,0.00402,-8.98,-81.30,8.32
11507,2,0.78124,-0.03589,-0.62303,-0.01480,-9.66,-77.04,5.52
11507,3,0.77380,0.02459,-0.63260,0.02108,3.28,-78.54,0.44
11507,4,0.79016,0.01057,-0.61268,-0.01228,7.27,-75.46,-7.41
11507,5,0.66710,0.38345,-0.54962,0.32537,56.53,-79.37,3.92
11519,0,0.99999,-0.00393,0.00185,0.00000,-0.45,0.21,-0.00
11519,1,0.75581,0.00520,-0.65468,-0.01093,8.83,-81.69,-9.30
11519,2,0.77695,-0.01923,-0.62863,-0.02827,1.55,-77.94,-5.43
11519,3,0.78444,0.02487,-0.61936,0.02073,3.30,-76.59,0.43
11519,4,0.79459,-0.00633,-0.60712,0.00068,-2.37,-74.75,1.91
11519,5,0.65491,0.38150,-0.56334,0.32894,60.11,-81.44,0.39
11531,0,0.99972,-0.01289,-0.01981,-0.00009,-1.48,-2.27,0.02
11531,1,0.75736,-0.01238,-0.65287,0.00425,-9.38,-81.42,8.71
11531,2,0.78348,-0.03379,-0.62028,-0.01653,-8.09,-76.67,3.98
11531,3,0.77409,0.02644,-0.63222,0.01962,4.63,-78.47,-0.88
11531,4,0.78646,0.00489,-0.61757,-0.00798,4.23,-76.24,-4.48
11531,5,0.66619,0.39006,-0.54965,0.31926,61.54,-78.93,-1.02
11542,0,0.99999,-0.00322,0.00154,0.00000,-0.37,0.18,-0.00
11542,1,0.75632,0.00529,-0.65409,-0.01100,8.82,-81.60,-9.29
11542,2,0.77696,-0.01940,-0.62862,-0.02812,1.43,-77.94,-5.30
11542,3,0.78370,0.02407,-0.62031,0.02139,2.79,-76.73,0.92
11542,4,0.79505,-0.00568,-0.60652,0.00017,-2.00,-74.67,1.55
11542,5,0.65604,0.38208,-0.56204,0.32824,60.05,-81.21,0.45
11553,0,0.99972,-0.01226,-0.02008,-0.00008,-1.41,-2.30,0.02
11553,1,0.75940,-0.01024,-0.65054,0.00237,-6.93,-81.11,6.29
11553,2,0.78275,-0.03482,-0.62117,-0.01567,-8.82,-76.79,4.70
11553,3,0.77341,0.02656,-0.63304,0.01952,4.75,-78.59,-0.99
11553,4,0.78829,0.00828,-0.61516,-0.01052,6.11,-75.85,-6.29
11553,5,0.66819,0.38745,-0.54782,0.32140,58.99,-78.86,1.49
11565,0,1.00000,-0.00284,0.00136,-0.00000,-0.33,0.16,-0.00
11565,1,0.75346,0.00454,-0.65739,-0.01040,8.61,-82.12,-9.08
11565,2,0.77789,-0.01858,-0.62746,-0.02874,1.93,-77.76,-5.79
11565,3,0.78399,0.02487,-0.61993,0.02072,3.31,-76.67,0.41
11565,4,0.79474,-0.00638,-0.60691,0.00073,-2.40,-74.72,1.94
11565,5,0.65628,0.38172,-0.56185,0.32850,59.65,-81.21,0.84
11577,0,0.99972,-0.01387,-0.01932,-0.00007,-1.59,-2.21,0.02
11577,1,0.76055,-0.00913,-0.64921,0.00137,-5.70,-80.93,5.07
11577,2,0.77975,-0.03660,-0.62486,-0.01422,-10.29,-77.29,6.15
11577,3,0.77360,0.02446,-0.63285,0.02117,3.20,-78.57,0.52
11577,4,0.79105,0.01098,-0.61153,-0.01255,7.40,-75.29,-7.53
11577,5,0.66802,0.38878,-0.54783,0.32013,59.98,-78.77,0.51
11588,0,1.00000,-0.00234,0.00107,-0.00000,-0.27,0.12,-0.00
11588,1,0.75516,0.00627,-0.65540,-0.01186,10.07,-81.78,-10.53
11588,2,0.77901,-0.01990,-0.62609,-0.02763,0.96,-77.57,-4.83
11588,3,0.78418,0.02612,-0.61967,0.01969,4.11,-76.63,-0.37
11588,4,0.79392,-0.00533,-0.60799,-0.00003,-1.85,-74.88,1.41
11588,5,0.65612,0.38306,-0.56183,0.32728,60.86,-81.11,-0.35
11600,0,0.99976,-0.01371,-0.01714,-0.00005,-1.57,-1.96,0.02
11600,1,0.75905,-0.01038,-0.65094,0.00249,-7.11,-81.17,6.47
11600,2,0.78002,-0.03809,-0.62446,-0.01300,-11.25,-77.21,7.08
11600,3,0.77409,0.02160,-0.63227,0.02342,1.10,-78.49,2.57
11600,4,0.78703,0.00841,-0.61677,-0.01062,6.29,-76.08,-6.47
11600,5,0.66756,0.37931,-0.54968,0.32914,53.25,-79.61,7.15
11612,0,1.00000,-0.00121,0.00267,0.00000,-0.14,0.31,0.00
11612,1,0.75289,0.00417,-0.65805,-0.01009,8.31,-82.22,-8.79
11612,2,0.77695,-0.02065,-0.62864,-0.02710,0.54,-77.95,-4.43
11612,3,0.78424,0.02715,-0.61957,0.01882,4.77,-76.61,-1.02
11612,4,0.79449,-0.00465,-0.60726,-0.00058,-1.46,-74.78,1.03
11612,5,0.65646,0.38324,-0.56144,0.32708,60.84,-81.05,-0.33
11624,0,0.99976,-0.01424,-0.01681,-0.00005,-1.63,-1.93,0.02
11624,1,0.75883,-0.00903,-0.65122,0.00133,-5.81,-81.23,5.19
11624,2,0.78142,-0.03728,-0.62274,-0.01365,-10.55,-76.97,6.39
11624,3,0.77521,0.02172,-0.63090,0.02330,1.21,-78.29,2.46
11624,4,0.78732,0.00863,-0.61639,-0.01076,6.39,-76.03,-6.56
11624,5,0.66775,0.38387,-0.54884,0.32486,56.62,-79.23,3.83
11634,0,1.00000,-0.00094,0.00249,0.00001,-0.11,0.29,0.00
11634,1,0.75582,0.00804,-0.65459,-0.01336,11.72,-81.61,-12.15
11634,2,0.77893,-0.01951,-0.62619,-0.02793,1.22,-77.58,-5.09
11634,3,0.78515,0.02829,-0.61840,0.01790,5.45,-76.43,-1.68
11634,4,0.79483,-0.00437,-0.60682,-0.00078,-1.30,-74.72,0.88
11634,5,0.65560,0.38180,-0.56257,0.32853,60.05,-81.31,0.45
11646,0,0.99975,-0.01563,-0.01578,-0.00005,-1.79,-1.81,0.02
11646,1,0.75571,-0.00967,-0.65483,0.00198,-6.90,-81.76,6.28
11646,2,0.77705,-0.03740,-0.62818,-0.01353,-11.19,-77.76,7.04
11646,3,0.77501,0.02440,-0.63112,0.02119,3.13,-78.32,0.58
11646,4,0.78502,0.00072,-0.61945,-0.00472,1.72,-76.55,-2.05
11646,5,0.66798,0.38368,-0.54861,0.32499,56.40,-79.21,4.04
11658,0,1.00000,-0.00015,0.00182,-0.00001,-0.02,0.21,-0.00
11658,1,0.75993,0.00672,-0.64986,-0.01215,9.51,-80.94,-9.95
11658,2,0.78198,-0.02122,-0.62238,-0.02640,-0.08,-77.03,-3.80
11658,3,0.78560,0.02575,-0.61787,0.01997,3.84,-76.37,-0.11
11658,4,0.79507,-0.00425,-0.60651,-0.00089,-1.23,-74.67,0.81
11658,5,0.65582,0.38095,-0.56245,0.32929,59.20,-81.35,1.29
11669,0,0.99975,-0.01535,-0.01602,-0.00003,-1.76,-1.84,0.02
11669,1,0.75421,-0.00822,-0.65659,0.00078,-5.57,-82.05,4.97
11669,2,0.77588,-0.03398,-0.62976,-0.01625,-8.96,-78.05,4.87
11669,3,0.77526,0.02729,-0.63077,0.01891,5.20,-78.25,-1.44
11669,4,0.78642,0.00226,-0.61765,-0.00590,2.62,-76.28,-2.92
11669,5,0.65820,0.39656,-0.55747,0.31423,69.57,-79.44,-8.94
11681,0,1.00000,0.00039,0.00133,-0.00002,0.04,0.15,-0.00
11681,1,0.76246,0.00349,-0.64696,-0.00928,6.08,-80.57,-6.55
11681,2,0.78462,-0.02368,-0.61904,-0.02434,-1.73,-76.55,-2.19
11681,3,0.78566,0.02383,-0.61782,0.02152,2.64,-76.37,1.06
11681,4,0.79621,-0.00407,-0.60501,-0.00106,-1.11,-74.46,0.69
11681,5,0.65514,0.38092,-0.56317,0.32943,59.49,-81.45,1.00
11693,0,0.99979,-0.01455,-0.01410,-0.00002,-1.67,-1.62,0.02
11693,1,0.75407,-0.00755,-0.65675,0.00023,-4.87,-82.08,4.27
11693,2,0.77513,-0.03090,-0.63077,-0.01872,-6.84,-78.24,2.80
11693,3,0.77534,0.02549,-0.63070,0.02032,3.91,-78.25,-0.18
11693,4,0.78718,0.00458,-0.61666,-0.00768,3.99,-76.11,-4.24
11693,5,0.66563,0.39118,-0.55010,0.31828,62.52,-78.91,-1.99
11705,0,0.99999,0.00103,0.00341,0.00001,0.12,0.39,0.00
11705,1,0.76379,0.00070,-0.64543,-0.00685,3.40,-80.38,-3.90
11705,2,0.78508,-0.02456,-0.61846,-0.02362,-2.29,-76.47,-1.64
11705,3,0.78592,0.02422,-0.61749,0.02121,2.88,-76.32,0.83
11705,4,0.79606,-0.00516,-0.60519,-0.00021,-1.70,-74.48,1.26
11705,5,0.65543,0.38059,-0.56291,0.32969,59.06,-81.44,1.42
11716,0,0.99979,-0.01472,-0.01394,-0.00002,-1.69,-1.60,0.02
11716,1,0.75451,-0.00473,-0.65626,-0.00218,-1.77,-82.03,1.21
11716,2,0.77499,-0.02868,-0.63099,-0.02047,-5.27,-78.29,1.26
11716,3,0.77650,0.02639,-0.62926,0.01960,4.51,-78.03,-0.77
11716,4,0.78647,0.00099,-0.61761,-0.00498,1.86,-76.28,-2.19
11716,5,0.66500,0.39009,-0.55097,0.31943,62.05,-79.11,-1.52
11727,0,0.99999,0.00098,0.00348,0.00001,0.11,0.40,0.00
11727,1,0.76543,-0.00281,-0.64350,-0.00382,0.21,-80.11,-0.74
11727,2,0.78555,-0.02699,-0.61783,-0.02164,-3.81,-76.37,-0.16
11727,3,0.78684,0.02245,-0.61633,0.02260,1.79,-76.15,1.89
11727,4,0.79624,-0.00546,-0.60496,0.00000,-1.86,-74.45,1.41
11727,5,0.65486,0.37934,-0.56369,0.33093,58.20,-81.63,2.27
11739,0,0.99980,-0.01373,-0.01476,-0.00002,-1.57,-1.69,0.02
11739,1,0.75471,-0.00316,-0.65604,-0.00351,-0.07,-82.00,-0.47
11739,2,0.77519,-0.02800,-0.63075,-0.02101,-4.77,-78.26,0.77
11739,3,0.77671,0.02607,-0.62900,0.01984,4.29,-78.00,-0.54
11739,4,0.78935,0.00826,-0.61380,-0.01047,6.00,-75.66,-6.18
11739,5,0.65680,0.39495,-0.55931,0.31591,69.34,-79.82,-8.73
11750,0,0.99999,0.00124,0.00326,0.00001,0.14,0.37,0.00
11750,1,0.76565,-0.00465,-0.64324,-0.00223,-1.41,-80.07,0.85
11750,2,0.78477,-0.02541,-0.61884,-0.02296,-2.82,-76.52,-1.13
11750,3,0.78728,0.02502,-0.61575,0.02050,3.37,-76.06,0.35
11750,4,0.79446,-0.00616,-0.60728,0.00061,-2.30,-74.78,1.84
11750,5,0.65689,0.37937,-0.56153,0.33055,57.33,-81.31,3.12
11762,0,0.99980,-0.01456,-0.01406,-0.00002,-1.67,-1.61,0.02
11762,1,0.75499,-0.00267,-0.65572,-0.00395,0.47,-81.95,-1.01
11762,2,0.77446,-0.02758,-0.63166,-0.02138,-4.48,-78.40,0.49
11762,3,0.77692,0.02382,-0.62878,0.02159,2.71,-77.97,0.99
11762,4,0.78731,0.00711,-0.61644,-0.00961,5.49,-76.05,-5.69
11762,5,0.66557,0.39212,-0.55002,0.31740,63.16,-78.83,-2.62
11774,0,1.00000,0.00028,0.00147,0.00000,0.03,0.17,0.00
11774,1,0.76560,0.00178,-0.64327,-0.00783,4.25,-80.04,-4.74
11774,2,0.78505,-0.02840,-0.61844,-0.02054,-4.70,-76.45,0.70
11774,3,0.78515,0.03537,-0.61818,0.01216,9.85,-76.31,-5.97
11774,4,0.79519,-0.00512,-0.60634,-0.00021,-1.70,-74.65,1.27
11774,5,0.65521,0.38184,-0.56296,0.32859,60.24,-81.36,0.26
11786,0,0.99975,-0.01608,-0.01529,-0.00001,-1.84,-1.75,0.03
11786,1,0.75638,-0.00385,-0.65411,-0.00299,-0.76,-81.71,0.21
11786,2,0.77471,-0.02674,-0.63136,-0.02204,-3.86,-78.36,-0.11
11786,3,0.77829,0.02376,-0.62708,0.02160,2.67,-77.72,1.03
11786,4,0.78875,0.00938,-0.61454,-0.01130,6.69,-75.75,-6.85
11786,5,0.66117,0.39504,-0.55444,0.31527,67.07,-79.19,-6.48
11796,0,1.00000,0.00066,0.00111,-0.00001,0.08,0.13,-0.00
11796,1,0.76673,0.00194,-0.64192,-0.00799,4.30,-79.84,-4.79
11796,2,0.78530,-0.02784,-0.61813,-0.02100,-4.34,-76.41,0.35
11796,3,0.78875,0.02659,-0.61384,0.01921,4.28,-75.78,-0.54
11796,4,0.79399,-0.00673,-0.60789,0.00111,-2.64,-74.86,2.18
11796,5,0.65406,0.38099,-0.56432,0.32955,60.07,-81.61,0.43
11808,0,0.99975,-0.01670,-0.01462,-0.00002,-1.91,-1.67,0.03
11808,1,0.75664,-0.00392,-0.65381,-0.00293,-0.83,-81.66,0.27
11808,2,0.77492,-0.02762,-0.63109,-0.02134,-4.49,-78.31,0.51
11808,3,0.77850,0.02410,-0.62682,0.02133,2.90,-77.68,0.81
11808,4,0.79227,0.01161,-0.60992,-0.01296,7.62,-75.05,-7.73
11808,5,0.66448,0.39140,-0.55134,0.31827,63.15,-79.07,-2.61
11820,0,1.00000,0.00015,0.00167,0.00001,0.02,0.19,0.00
11820,1,0.76246,0.01106,-0.64675,-0.01588,12.91,-80.36,-13.30
11820,2,0.78552,-0.02663,-0.61787,-0.02197,-3.57,-76.38,-0.39
11820,3,0.78732,0.03423,-0.61545,0.01306,8.95,-75.93,-5.09
11820,4,0.79335,-0.00691,-0.60872,0.00124,-2.76,-74.98,2.30
11820,5,0.65379,0.38169,-0.56450,0.32897,60.82,-81.59,-0.30
11832,0,0.99976,-0.01581,-0.01549,-0.00002,-1.81,-1.77,0.03
11832,1,0.75697,-0.00409,-0.65343,-0.00281,-0.99,-81.60,0.43
11832,2,0.77600,-0.02661,-0.62978,-0.02212,-3.74,-78.12,-0.23
11832,3,0.77864,0.02428,-0.62665,0.02117,3.03,-77.66,0.68
11832,4,0.79587,0.00953,-0.60529,-0.01134,6.18,-74.42,-6.32
11832,5,0.66616,0.38305,-0.55069,0.32596,56.54,-79.55,3.92
11843,0,1.00000,-0.00120,0.00027,0.00000,-0.14,0.03,0.00
11843,1,0.76658,0.00431,-0.64206,-0.01003,6.34,-79.83,-6.80
11843,2,0.78648,-0.02967,-0.61660,-0.01954,-5.42,-76.18,1.40
11843,3,0.78325,0.04071,-0.62033,0.00786,13.38,-76.50,-9.42
11843,4,0.79061,-0.00627,-0.61229,0.00083,-2.50,-75.50,2.06
11843,5,0.65443,0.38489,-0.56332,0.32597,63.17,-81.20,-2.62
11855,0,0.99971,-0.01734,-0.01670,-0.00001,-1.99,-1.91,0.03
11855,1,0.75740,-0.00475,-0.65293,-0.00226,-1.65,-81.52,1.08
11855,2,0.77621,-0.02714,-0.62952,-0.02176,-4.09,-78.08,0.11
11855,3,0.77902,0.02407,-0.62618,0.02128,2.90,-77.59,0.80
11855,4,0.79833,0.00612,-0.60213,-0.00868,4.21,-74.01,-4.42
11855,5,0.66651,0.38343,-0.55022,0.32557,56.68,-79.46,3.78
11867,0,1.00000,-0.00085,-0.00007,-0.00000,-0.10,-0.01,-0.00
11867,1,0.75792,0.01150,-0.65204,-0.01627,14.50,-81.12,-14.89
11867,2,0.78679,-0.02730,-0.61624,-0.02145,-3.96,-76.14,-0.02
11867,3,0.78032,0.04065,-0.62401,0.00792,13.81,-77.03,-9.85
11867,4,0.79172,-0.00795,-0.61083,0.00206,-3.41,-75.28,2.92
11867,5,0.65571,0.38500,-0.56189,0.32572,62.56,-81.00,-2.02
11877,0,0.99971,-0.01745,-0.01662,-0.00001,-2.00,-1.90,0.03
11877,1,0.75682,-0.00612,-0.65359,-0.00108,-3.09,-81.62,2.50
11877,2,0.77643,-0.02621,-0.62926,-0.02246,-3.44,-78.05,-0.52
11877,3,0.77995,0.02239,-0.62504,0.02258,1.76,-77.42,1.90
11877,4,0.79504,0.00966,-0.60638,-0.01147,6.31,-74.57,-6.46
11877,5,0.66436,0.37543,-0.55366,0.33337,51.00,-80.39,9.40
11889,0,1.00000,-0.00064,-0.00030,0.00000,-0.07,-0.03,0.00
11889,1,0.75458,0.01125,-0.65591,-0.01606,15.28,-81.70,-15.67
11889,2,0.78700,-0.02792,-0.61597,-0.02093,-4.33,-76.10,0.35
11889,3,0.78645,0.03685,-0.61646,0.01094,10.62,-76.03,-6.71
11889,4,0.79406,-0.00886,-0.60777,0.00270,-3.80,-74.83,3.30
11889,5,0.65552,0.38422,-0.56223,0.32645,62.03,-81.10,-1.50
11901,0,0.99971,-0.01845,-0.01552,0.00000,-2.12,-1.78,0.03
11901,1,0.75668,-0.00619,-0.65375,-0.00096,-3.20,-81.64,2.62
11901,2,0.77664,-0.02724,-0.62898,-0.02165,-4.16,-78.00,0.18
11901,3,0.77953,0.02324,-0.62555,0.02193,2.33,-77.50,1.35
11901,4,0.79108,0.00891,-0.61155,-0.01097,6.23,-75.32,-6.40
11901,5,0.66373,0.37407,-0.55452,0.33473,50.00,-80.58,10.38
11913,0,1.00000,-0.00068,-0.00024,0.00000,-0.08,-0.03,0.00
11913,1,0.76076,0.01028,-0.64878,-0.01514,12.59,-80.69,-12.98
11913,2,0.78571,-0.03325,-0.61747,-0.01664,-7.67,-76.27,3.60
11913,3,0.77461,0.03929,-0.63116,0.00908,13.86,-78.10,-9.92
11913,4,0.79395,-0.00739,-0.60794,0.00154,-2.99,-74.87,2.51
11913,5,0.65638,0.38487,-0.56119,0.32574,62.11,-80.91,-1.57
11924,0,0.99971,-0.01913,-0.01467,-0.00000,-2.19,-1.68,0.03
11924,1,0.75624,-0.00573,-0.65427,-0.00135,-2.75,-81.72,2.18
11924,2,0.77679,-0.02384,-0.62884,-0.02433,-1.77,-77.99,-2.15
11924,3,0.78027,0.02380,-0.62462,0.02142,2.72,-77.36,0.97
11924,4,0.79288,0.01111,-0.60915,-0.01263,7.30,-74.95,-7.43
11924,5,0.65769,0.36945,-0.56166,0.33983,47.32,-81.85,13.05
11936,0,1.00000,-0.00189,-0.00187,-0.00001,-0.22,-0.21,-0.00
11936,1,0.76446,0.00597,-0.64454,-0.01142,8.03,-80.17,-8.47
11936,2,0.78459,-0.03627,-0.61879,-0.01421,-9.64,-76.42,5.52
11936,3,0.78597,0.03921,-0.61695,0.00901,12.10,-76.05,-8.16
11936,4,0.79414,-0.00739,-0.60769,0.00152,-2.98,-74.83,2.50
11936,5,0.65758,0.38504,-0.55982,0.32547,61.62,-80.71,-1.09
11948,0,0.99966,-0.01977,-0.01702,-0.00001,-2.27,-1.95,0.04
11948,1,0.75591,-0.00465,-0.65465,-0.00225,-1.64,-81.79,1.07
11948,2,0.77646,-0.02486,-0.62923,-0.02355,-2.48,-78.05,-1.46
11948,3,0.78007,0.02421,-0.62486,0.02112,2.99,-77.40,0.71
11948,4,0.79360,0.01120,-0.60821,-0.01271,7.29,-74.81,-7.41
11948,5,0.65171,0.36994,-0.56804,0.34022,49.76,-82.80,10.66
11959,0,1.00000,-0.00184,-0.00195,-0.00002,-0.21,-0.22,-0.00
11959,1,0.76666,-0.00124,-0.64203,-0.00516,1.54,-79.88,-2.06
11959,2,0.78530,-0.03502,-0.61794,-0.01519,-8.81,-76.31,4.71
11959,3,0.78397,0.04122,-0.61939,0.00744,13.58,-76.35,-9.61
11959,4,0.79362,-0.00739,-0.60837,0.00158,-3.01,-74.93,2.53
11959,5,0.65815,0.38472,-0.55923,0.32572,61.08,-80.66,-0.55
11971,0,0.99966,-0.02073,-0.01583,-0.00001,-2.38,-1.81,0.04
11971,1,0.75688,-0.00262,-0.65354,-0.00397,0.48,-81.62,-1.02
11971,2,0.77745,-0.02300,-0.62802,-0.02497,-1.20,-77.87,-2.71
11971,3,0.77999,0.02604,-0.62494,0.01968,4.21,-77.40,-0.49
11971,4,0.79187,0.01092,-0.61046,-0.01247,7.28,-75.14,-7.41
11971,5,0.65004,0.37297,-0.56947,0.33771,53.87,-82.87,6.59
11982,0,1.00000,-0.00169,-0.00220,-0.00003,-0.19,-0.25,-0.00
11982,1,0.74824,0.00818,-0.66325,-0.01325,13.95,-82.89,-14.36
11982,2,0.78441,-0.03683,-0.61900,-0.01375,-10.01,-76.44,5.88
11982,3,0.77056,0.03378,-0.63633,0.01362,10.47,-78.99,-6.61
11982,4,0.79391,-0.00736,-0.60799,0.00154,-2.98,-74.87,2.50
11982,5,0.65892,0.38581,-0.55822,0.32460,61.56,-80.44,-1.02
11994,0,0.99966,-0.02197,-0.01391,0.00001,-2.52,-1.59,0.04
11994,1,0.75690,-0.00297,-0.65351,-0.00364,0.10,-81.61,-0.64
11994,2,0.77794,-0.02250,-0.62742,-0.02535,-0.87,-77.78,-3.03
11994,3,0.78021,0.02604,-0.62467,0.01966,4.21,-77.36,-0.49
11994,4,0.79046,0.01014,-0.61232,-0.01191,6.98,-75.42,-7.13
11994,5,0.65691,0.36987,-0.56243,0.33960,47.96,-81.95,12.43
12005,0,1.00000,-0.00153,-0.00247,-0.00002,-0.18,-0.28,-0.00
12005,1,0.74763,-0.01209,-0.66399,0.00422,-11.35,-83.09,10.72
12005,2,0.78076,-0.04013,-0.62344,-0.01112,-12.54,-77.01,8.36
12005,3,0.77888,0.00787,-0.62619,0.03422,-8.07,-77.42,11.51
12005,4,0.79513,-0.00653,-0.60641,0.00086,-2.47,-74.65,2.01
12005,5,0.65754,0.38557,-0.55979,0.32498,62.06,-80.67,-1.52
12017,0,0.99967,-0.02329,-0.01115,0.00002,-2.67,-1.28,0.03
12017,1,0.75754,-0.00414,-0.65278,-0.00260,-1.12,-81.50,0.57
12017,2,0.77783,-0.02423,-0.62754,-0.02399,-2.06,-77.80,-1.87
12017,3,0.78090,0.02592,-0.62381,0.01977,4.11,-77.23,-0.38
12017,4,0.79257,0.00990,-0.60958,-0.01170,6.66,-75.03,-6.81
12017,5,0.64949,0.37194,-0.57017,0.33871,52.96,-83.03,7.49
12029,0,0.99999,-0.00118,-0.00340,-0.00003,-0.14,-0.39,-0.00
12029,1,0.74772,0.00339,-0.66394,-0.00914,8.27,-83.13,-8.74
12029,2,0.78475,-0.03813,-0.61850,-0.01270,-10.77,-76.34,6.62
12029,3,0.77161,0.03418,-0.63503,0.01331,10.63,-78.79,-6.76
12029,4,0.79484,-0.00830,-0.60675,0.00224,-3.46,-74.69,2.96
12029,5,0.65931,0.38368,-0.55808,0.32658,59.69,-80.57,0.84
12041,0,0.99971,-0.02115,-0.01127,0.00003,-2.42,-1.29,0.03
12041,1,0.75825,-0.00204,-0.65194,-0.00449,1.06,-81.38,-1.59
12041,2,0.77881,-0.02313,-0.62635,-0.02482,-1.32,-77.62,-2.59
12041,3,0.78019,0.02337,-0.62472,0.02191,2.38,-77.38,1.31
12041,4,0.79238,0.00974,-0.60984,-0.01158,6.59,-75.07,-6.74
12041,5,0.65040,0.37089,-0.56932,0.33954,51.36,-82.95,9.08
12052,0,1.00000,0.00015,-0.00150,0.00000,0.02,-0.17,0.00
12052,1,0.75002,-0.01353,-0.66126,0.00541,-12.38,-82.64,11.72
12052,2,0.78119,-0.04093,-0.62286,-0.01048,-12.98,-76.91,8.79
12052,3,0.77153,0.03339,-0.63517,0.01395,10.04,-78.82,-6.18
12052,4,0.79260,-0.00883,-0.60967,0.00270,-3.86,-75.11,3.36
12052,5,0.65976,0.38322,-0.55763,0.32696,59.11,-80.54,1.41
12064,0,0.99971,-0.01851,-0.01567,0.00003,-2.12,-1.79,0.04
12064,1,0.75875,-0.00262,-0.65136,-0.00396,0.45,-81.29,-0.98
12064,2,0.78151,-0.02263,-0.62298,-0.02509,-1.06,-77.13,-2.84
12064,3,0.78066,0.02401,-0.62414,0.02136,2.82,-77.29,0.88
12064,4,0.79330,0.00971,-0.60865,-0.01155,6.49,-74.90,-6.64
12064,5,0.64900,0.38835,-0.56853,0.32367,69.11,-81.63,-8.47
12076,0,1.00000,-0.00086,-0.00026,0.00004,-0.10,-0.03,0.00
12076,1,0.74969,-0.00914,-0.66173,0.00165,-7.30,-82.81,6.69
12076,2,0.77513,-0.03697,-0.63058,-0.01366,-11.22,-78.11,7.10
12076,3,0.77360,0.03526,-0.63256,0.01243,11.14,-78.40,-7.25
12076,4,0.79329,-0.00888,-0.60877,0.00272,-3.85,-74.98,3.34
12076,5,0.65856,0.38238,-0.55902,0.32799,58.91,-80.80,1.61
12086,0,0.99971,-0.01820,-0.01603,0.00004,-2.09,-1.84,0.04
12086,1,0.75981,-0.00204,-0.65013,-0.00446,1.00,-81.10,-1.53
12086,2,0.78183,-0.02281,-0.62257,-0.02493,-1.18,-77.07,-2.71
12086,3,0.78141,0.02288,-0.62320,0.02225,2.07,-77.15,1.61
12086,4,0.79207,0.00957,-0.61024,-0.01147,6.52,-75.13,-6.68
12086,5,0.64824,0.38847,-0.56931,0.32367,69.71,-81.72,-9.06
12098,0,1.00000,-0.00130,0.00019,0.00006,-0.15,0.02,0.01
12098,1,0.75010,-0.00975,-0.66125,0.00217,-7.95,-82.73,7.33
12098,2,0.77698,-0.03891,-0.62821,-0.01211,-12.29,-77.73,8.13
12098,3,0.77364,0.03498,-0.63253,0.01263,10.94,-78.40,-7.06
12098,4,0.79412,-0.00871,-0.60770,0.00253,-3.70,-74.82,3.20
12098,5,0.65824,0.38117,-0.55951,0.32920,58.02,-80.95,2.50
12110,0,0.99971,-0.01668,-0.01747,0.00004,-1.91,-2.00,0.04
12110,1,0.75950,-0.00042,-0.65048,-0.00589,2.62,-81.15,-3.13
12110,2,0.78041,-0.02164,-0.62435,-0.02595,-0.36,-77.32,-3.52
12110,3,0.78126,0.02225,-0.62340,0.02275,1.65,-77.18,2.02
12110,4,0.79515,0.00982,-0.60622,-0.01163,6.40,-74.55,-6.55
12110,5,0.65948,0.39677,-0.55573,0.31437,68.80,-79.25,-8.12
12122,0,1.00000,-0.00163,0.00049,0.00008,-0.19,0.06,0.01
12122,1,0.74958,-0.00726,-0.66188,0.00006,-5.06,-82.86,4.48
12122,2,0.77546,-0.03587,-0.63021,-0.01457,-10.40,-78.08,6.29
12122,3,0.77688,0.03879,-0.62839,0.00959,13.10,-77.71,-9.15
12122,4,0.79193,-0.00611,-0.61058,0.00061,-2.35,-75.25,1.90
12122,5,0.65679,0.38108,-0.56107,0.32956,58.56,-81.18,1.97
