,-0.60308,-0.00606,-1.03,-74.19,-0.09
14138,1,0.76203,-0.01152,-0.64735,-0.01051,-1.40,-80.70,-0.39
14138,2,0.78376,-0.03190,-0.61973,-0.02514,-4.69,-76.67,0.03
14138,3,0.78431,0.01863,-0.61992,0.01428,2.86,-76.64,-0.17
14138,4,0.79774,-0.00713,-0.60293,-0.00647,-0.75,-74.16,-0.36
14138,5,0.67373,0.35615,-0.57234,0.30278,55.63,-80.71,0.11
14150,0,0.99985,-0.01383,-0.00997,0.00027,-1.59,-1.14,0.05
14150,1,0.76188,-0.01167,-0.64753,-0.01038,-1.54,-80.72,-0.25
14150,2,0.78368,-0.03163,-0.61984,-0.02536,-4.52,-76.68,-0.13
14150,3,0.78448,0.01871,-0.61972,0.01420,2.91,-76.61,-0.22
14150,4,0.79759,-0.00725,-0.60312,-0.00637,-0.82,-74.19,-0.30
14150,5,0.67382,0.35594,-0.57227,0.30296,55.42,-80.71,0.32
14162,0,0.99986,-0.01375,-0.00960,0.00028,-1.58,-1.10,0.05
14162,1,0.76187,-0.01141,-0.64755,-0.01062,-1.29,-80.73,-0.50
14162,2,0.78385,-0.03160,-0.61962,-0.02539,-4.49,-76.65,-0.16
14162,3,0.78461,0.01859,-0.61954,0.01429,2.83,-76.59,-0.15
14162,4,0.79764,-0.00754,-0.60305,-0.00616,-0.97,-74.18,-0.15
14162,5,0.67400,0.35599,-0.57205,0.30290,55.38,-80.68,0.36
14172,0,0.99987,-0.01340,-0.00944,0.00029,-1.54,-1.08,0.05
14172,1,0.76169,-0.01147,-0.64776,-0.01055,-1.36,-80.76,-0.43
14172,2,0.78402,-0.03166,-0.61942,-0.02532,-4.53,-76.62,-0.12
14172,3,0.78444,0.01862,-0.61976,0.01426,2.86,-76.62,-0.18
14172,4,0.79779,-0.00742,-0.60285,-0.00626,-0.90,-74.15,-0.22
14172,5,0.67393,0.35620,-0.57211,0.30271,55.59,-80.67,0.15
14184,0,0.99986,-0.01371,-0.00967,0.00030,-1.57,-1.11,0.05
14184,1,0.76152,-0.01146,-0.64796,-0.01054,-1.36,-80.79,-0.43
14184,2,0.78414,-0.03148,-0.61926,-0.02546,-4.41,-76.60,-0.23
14184,3,0.78461,0.01864,-0.61955,0.01425,2.86,-76.59,-0.18
14184,4,0.79785,-0.00771,-0.60277,-0.00605,-1.05,-74.14,-0.08
14184,5,0.67375,0.35632,-0.57229,0.30263,55.76,-80.69,-0.02
14196,0,0.99985,-0.01410,-0.00958,0.00030,-1.62,-1.10,0.05
14196,1,0.76146,-0.01174,-0.64802,-0.01030,-1.63,-80.80,-0.17
14196,2,0.78413,-0.03179,-0.61927,-0.02522,-4.61,-76.60,-0.04
14196,3,0.78462,0.01835,-0.61953,0.01449,2.68,-76.59,0.00
14196,4,0.79793,-0.00744,-0.60267,-0.00627,-0.90,-74.13,-0.22
14196,5,0.67364,0.35654,-0.57237,0.30245,55.98,-80.69,-0.23
14208,0,0.99986,-0.01423,-0.00921,0.00032,-1.63,-1.05,0.05
14208,1,0.76130,-0.01187,-0.64821,-0.01019,-1.75,-80.83,-0.05
14208,2,0.78407,-0.03154,-0.61935,-0.02542,-4.45,-76.61,-0.20
14208,3,0.78459,0.01865,-0.61957,0.01425,2.87,-76.59,-0.18
14208,4,0.79778,-0.00750,-0.60287,-0.00624,-0.93,-74.16,-0.19
14208,5,0.67383,0.35651,-0.57216,0.30246,55.87,-80.66,-0.12
14219,0,0.99986,-0.01399,-0.00947,0.00032,-1.60,-1.08,0.05
14219,1,0.76149,-0.01194,-0.64799,-0.01015,-1.80,-80.79,0.01
14219,2,0.78412,-0.03125,-0.61930,-0.02565,-4.27,-76.61,-0.38
14219,3,0.78476,0.01863,-0.61936,0.01426,2.86,-76.56,-0.17
14219,4,0.79761,-0.00747,-0.60309,-0.00628,-0.91,-74.19,-0.21
14219,5,0.67397,0.35636,-0.57203,0.30258,55.69,-80.65,0.06
14231,0,0.99986,-0.01362,-0.00936,0.00032,-1.56,-1.07,0.05
14231,1,0.76164,-0.01178,-0.64782,-0.01027,-1.66,-80.77,-0.14
14231,2,0.78425,-0.03143,-0.61912,-0.02548,-4.38,-76.58,-0.26
14231,3,0.78483,0.01835,-0.61927,0.01448,2.68,-76.55,0.00
14231,4,0.79764,-0.00777,-0.60305,-0.00605,-1.07,-74.18,-0.06
14231,5,0.67414,0.35652,-0.57182,0.30240,55.75,-80.61,-0.01
14243,0,0.99987,-0.01355,-0.00898,0.00033,-1.55,-1.03,0.05
14243,1,0.76175,-0.01197,-0.64768,-0.01010,-1.84,-80.75,0.04
14243,2,0.78409,-0.03157,-0.61932,-0.02536,-4.48,-76.61,-0.16
14243,3,0.78480,0.01862,-0.61931,0.01425,2.85,-76.55,-0.17
14243,4,0.79769,-0.00806,-0.60299,-0.00583,-1.23,-74.17,0.09
14243,5,0.67395,0.35644,-0.57204,0.30250,55.77,-80.65,-0.02
14253,0,0.99986,-0.01387,-0.00918,0.00034,-1.59,-1.05,0.05
14253,1,0.76163,-0.01221,-0.64782,-0.00992,-2.05,-80.77,0.25
14253,2,0.78399,-0.03181,-0.61944,-0.02517,-4.64,-76.63,-0.01
14253,3,0.78473,0.01890,-0.61939,0.01404,3.03,-76.57,-0.34
14253,4,0.79784,-0.00794,-0.60279,-0.00592,-1.16,-74.14,0.03
14253,5,0.67414,0.35638,-0.57185,0.30253,55.64,-80.62,0.10
14265,0,0.99986,-0.01396,-0.00882,0.00035,-1.60,-1.01,0.05
14265,1,0.76146,-0.01217,-0.64803,-0.00996,-2.01,-80.80,0.21
14265,2,0.78383,-0.03185,-0.61965,-0.02515,-4.66,-76.65,0.01
14265,3,0.78488,0.01903,-0.61920,0.01393,3.11,-76.54,-0.42
14265,4,0.79799,-0.00789,-0.60258,-0.00598,-1.13,-74.11,-0.01
14265,5,0.67403,0.35656,-0.57194,0.30236,55.84,-80.62,-0.09
14277,0,0.99986,-0.01402,-0.00920,0.00034,-1.61,-1.05,0.05
14277,1,0.76159,-0.01235,-0.64786,-0.00978,-2.19,-80.77,0.39
14277,2,0.78372,-0.03165,-0.61979,-0.02529,-4.54,-76.68,-0.10
14277,3,0.78473,0.01885,-0.61939,0.01407,3.00,-76.57,-0.32
14277,4,0.79785,-0.00781,-0.60278,-0.00604,-1.09,-74.14,-0.04
14277,5,0.67384,0.35660,-0.57215,0.30236,55.95,-80.65,-0.20
14289,0,0.99986,-0.01381,-0.00952,0.00033,-1.58,-1.09,0.05
14289,1,0.76174,-0.01221,-0.64769,-0.00990,-2.06,-80.75,0.26
14289,2,0.78389,-0.03177,-0.61957,-0.02520,-4.62,-76.64,-0.03
14289,3,0.78461,0.01865,-0.61955,0.01423,2.87,-76.59,-0.19
14289,4,0.79768,-0.00789,-0.60299,-0.00599,-1.13,-74.17,-0.01
14289,5,0.67394,0.35638,-0.57207,0.30255,55.72,-80.65,0.02
14300,0,0.99986,-0.01354,-0.00977,0.00032,-1.55,-1.12,0.05
14300,1,0.76192,-0.01212,-0.64748,-0.00996,-1.98,-80.71,0.18
14300,2,0.78399,-0.03153,-0.61946,-0.02538,-4.46,-76.63,-0.18
